id,category,RQ
693,4,Does parental wealth inequality impact next generation labor income inequality? And does a tax on parental wealth affect the labor income distribution of the next generation?
694,7,How do the differential effects of inequality of opportunity (IO) and inequality of effort (IE) influence human capital accumulation and long-run growth through an intergenerational framework that incorporates social mobility?
695,2,"How do intergenerational income mobility estimates differ across countries (Germany, Norway, Sweden, and the US), and how sensitive are these estimates to different measurement approaches (e.g., linear versus nonparametric methods)?"
696,4,"How do intergenerational transfers operate in financing college education? Specifically, what is the extent of parental financial support and when is this support provided (e.g., from savings, current income, or future-repayable loans), thereby contributing to the upward mobility of children?"
697,4,"The paper asks whether and how poverty is transmitted intergenerationally in Japan. It does so by first developing a method to estimate the father's (family‐of‐origin) income and then analyzing the relationship between the estimated father’s income class and the individual's income class, essentially asking: 'Does intergenerational transmission of poverty occur, and what mechanisms underlie intergenerational income mobility?'"
698,2,"The paper primarily asks two empirical questions: (1) What are the trends, patterns, and sources of income inequality in China since 1978? and (2) How is income inequality in China related to intergenerational mobility—as seen in the negative association consistent with the Great Gatsby curve? These questions fall under the Empirical Estimates and Determinants category (2), with the latter touching on intergenerational mobility issues."
699,4,"Can a heterogeneous agents model, particularly one incorporating permanent heterogeneity in wealth returns, account for the observed intergenerational wealth mobility patterns, such as the correlations in grandparent-child and dynastic wealth ranks, while also replicating the wealth distribution and both short- and long-run mobility?"
700,2,"How are mother’s aspirations empirically associated with children’s educational outcomes (grade achievements, test scores) and do these associations indicate a channel for intergenerational mobility?"
701,3,"What is the causal effect of equalizing revenues across school districts on students' intergenerational mobility, and to what extent are reductions in input gaps between low-income and high-income districts driving this effect?"
702,2,"Does intergenerational income mobility exist in Spain during the studied periods (2005 and 2011, corresponding to different phases of the economic cycle), and if so, what is its degree and trend (particularly, is there a reduction in mobility over time) as evidenced through empirical analysis using proxy variables and multiple methodologies?"
703,2,"How does income inequality affect intergenerational income mobility, and to what extent can policy interventions—such as educational programs for children from low-income families—counteract persistent disparities in opportunity?"
704,2,"How has the automation of jobs—as measured by the spread of industrial robots across local labor markets—affected intergenerational income mobility in the United States over the past three decades, particularly in terms of upward mobility rates and the role of childhood environments among males from low-income households?"
705,4,"The paper asks: How persistent is household wealth across generations in rural Bangladesh, and what mechanisms (such as household division, occupational mobility, and educational attainment) explain this intergenerational wealth mobility and inheritance?"
706,2,"How does education influence intergenerational income mobility in Chinese society? Specifically, what are the respective contributions of (a) the correlation between a parent's income and their child's education and (b) the return to education in explaining this mobility?"
707,2,"What are the trends in intergenerational income mobility (including differences by gender) across cohorts in Scandinavia and the US, and what are the key determinants (such as changes in labor market structure, gender-specific participation, and education) that drive these trends?"
708,7,"How do theoretical models and measurement methods jointly capture the nonlinear and heterogeneous processes underlying intergenerational mobility – specifically, how do family factors (like income, education, credit constraints, household composition, and genes) and social factors (such as schooling, neighborhood sorting, racial segregation, and role model effects) translate into empirical evidence, and what are the strengths and weaknesses of current methods (e.g., linear regressions and Markov chains) in doing so?"
709,6,"How does intergenerational income mobility affect non-income outcomes, specifically cardiometabolic risk, after accounting for the effects of both origin and destination income quintiles? In particular, what are the health implications of downward mobility for individuals with a history of poor health?"
710,7,"How does more accurate information on individuals' background and capabilities influence statistical discrimination, thereby affecting inequality and intergenerational mobility in income?"
711,5,"How do intergenerational mobility trajectories—across income, education, and health dimensions—differ by race (e.g., Black, American Indian, Latinx vs. White), and what structural factors (such as neighborhood context, racism, and classism) and trade-offs (e.g., the striving‐thriving dichotomy) underlie these disparities?"
712,4,"How do poor entrepreneurs trade off investments in business enterprises versus children's human capital, and how do these choices influence intergenerational socio‐economic mobility?"
713,4,How much of income inequality is due to initial opportunities relative to adult income risk? What factors determine intergenerational mobility?
714,2,"How is childhood income inequality associated with intergenerational mobility, and what role do economic growth and public education play as determinants of intergenerational mobility?"
715,4,How does the intergenerational transmission of employers—particularly from fathers to sons—affect the preservation of high income status and contribute to intergenerational earnings mobility?
716,5,"Does the observed racial gap in intergenerational upward income mobility—specifically, lower upward mobility for blacks compared to whites—largely result from differences in covariates such as cognitive skills during adolescence, and can improved nonparametric methods capture these dynamics?"
717,2,"Do intergenerational education, income, and occupation mobility rates for historically disadvantaged SC/ST groups in India converge to the non-SC/ST levels over time, and how do recent structural changes relate to the breakdown of caste-based barriers to socioeconomic mobility?"
718,4,"How is intergenerational mobility of income and occupational status reproduced, particularly in terms of the roles played by education and gender? Specifically, what are the patterns of intergenerational reproduction across different segments (e.g., college versus advanced degree holders) and income quantiles, and what mechanisms beyond educational and occupational resources contribute to these observed patterns?"
719,2,"Does empirical evidence support the coexistence of stability and increasing fluidity in the Japanese labor market—in particular, how do educational stratification, employment practices (regular vs. non-regular jobs), job changes, and intergenerational transmission of income interact to shape inequality and mobility?"
720,4,How does the application of social welfare functions—using both Atkinson’s income‐based formulation and Jorgenson’s econometric parameterization of utility—help us understand the connection between social welfare and intergenerational mobility in the United States?
721,7,"The paper asks: How can a unified theoretical model of human capital transmission—which incorporates endogenous socioeconomic sorting, redistributive policy (or its absence), and local public goods—explain the negative relationship between inequality and intergenerational social mobility (the Gatsby Curve)? In other words, what are the mechanisms through which rising inequality and segregation reduce social mobility, and how can these be modeled structurally?"
722,4,"What is the degree of intergenerational income and earnings mobility in Greece after the bailout programs, and what factors explain the observed decline in mobility?"
723,8,How do intergenerational mobility—measured through educational attainment and perceptions of upward mobility—relate to political attitudes and demands for redistribution in Latin America?
724,3,"What are the macroeconomic consequences of family policies (e.g., cash rewards, subsidized childcare, and public education expansions) on fertility, human capital, and intergenerational mobility in an overlapping generations framework?"
725,7,"The paper’s research questions center on the development and use of a structural model (and an explicit social welfare function) to explore how intergenerational mobility interacts with cross‐sectional inequality. In particular, it asks questions such as: Does the benefit of placing a low‐income family in a high‐income (or high‐quality school district) location increase linearly, and how does such a policy decision affect the dynamics of intergenerational income mobility over time? Additionally, it examines whether changes in institutional factors (e.g., shifts in state versus local education spending) and historical trends in inequality can be incorporated into a structural, normative framework to better understand and potentially guide policy."
726,4,The paper examines intergenerational mobility by measuring the persistence of income and education across three generations and testing whether theories like the Clark hypothesis or direct grandparental effects can explain the excess persistence in such outcomes.
727,4,"What is the nature and extent of intergenerational income mobility in Pakistan, as measured by the elasticity of income transmission across generations, and how might this inform policy interventions?"
728,2,"How can different perspectives on measuring intergenerational social mobility in Lithuania be described, and what are their empirical expressions in terms of education, occupation, income, and health among the 1970-1984 generation?"
729,4,"How do intergenerational processes—via parental and offspring educational attainment—shape life‐cycle income trajectories, particularly distinguishing between earnings (where education serves as an equalizer) and property income derived from wealth, and what role does the welfare state play in moderating these mechanisms?"
730,5,"How do class-based origins and racial background (with a focus on gender differences) compare in determining the probability of becoming a poor adult? Specifically, is the impact of being born into a lower income quintile greater than the racial disadvantage experienced by minority groups (using Whites as the baseline)?"
731,6,"How do childhood economic conditions and intergenerational income mobility influence adult mortality, and through which pathways (e.g., cognitive ability, education, occupational status) does this effect operate?"
732,2,"How has absolute intergenerational income mobility evolved over the twentieth century in advanced economies, what are the relative roles of increasing income inequality and decreasing growth rates in this evolution, and is detailed panel data necessary to estimate this mobility over the long run?"
733,3,"How do institutional factors—specifically, public school funding via local property tax revenue—and policy interventions (such as housing voucher programs and the equal redistribution of property tax revenues across schools) affect intergenerational mobility, spatial disparities in access to quality education, and overall welfare across generations?"
734,1,"How can a group-based trajectory approach be used to construct intergenerational mobility tables that better capture dynamic changes in individuals' working life-course income trajectories compared to conventional methods using income quintiles, and how might such an approach reveal underestimated intergenerational income associations?"
735,4,"How does attending an elite college affect intergenerational social mobility, particularly income ranks and occupational outcomes, in China? Additionally, to what extent is the income gradient in elite college access and the score‐based admission process income neutral?"
736,2,The paper asks: What is the extent of intergenerational income mobility in Spain compared to other countries? How do mobility rates vary geographically within Spain? Are there significant gender disparities in mobility outcomes (with daughters lagging behind sons)? And what is the impact of out-migration on upward mobility outcomes among siblings?
737,2,"How does trade opening—specifically through changes in the proportion of trade exports and export structure—affect intergenerational income mobility? And through what mechanisms, such as improvements in education, do these trade variables influence the upward mobility of income, particularly among urban residents?"
738,4,"How does the timing and distribution of parental income across different stages of childhood affect the adult human capital outcomes of children, conditional on overall permanent household income?"
739,2,"How does trade liberalization affect intergenerational income mobility, and to what extent do industrialization and upward education mobility contribute to this effect (including potential gender-specific impacts)?"
740,7,"The paper uses a theoretical and structural model to answer how redistributive policies affect intergenerational mobility. In detail, it examines: How do tax policies influence parental decisions on redistribution and human capital formation? How do children's educational efforts respond to varying levels of redistribution in both private and public education contexts while accounting for parental altruism and incentive effects?"
741,4,"How do more comprehensive measures of lifetime resources (income and wealth) compare with traditional, narrow age-window proxies in capturing the intergenerational transmission of welfare, and what role do factors like educational attainment play in explaining patterns of absolute and relative mobility?"
742,4,"How are lifetime resources (wealth and income) transmitted across generations, and how do improved measures that account for life-cycle differences, uncertainty, and credit constraints compare to traditional income proxies in capturing intergenerational mobility?"
743,2,"The paper empirically asks: (1) What were the trends in economic growth, horizontal and vertical economic inequality (including intergenerational mobility) and social mobility under Ethiopia’s developmental state? (2) What are the temporal and geographic correlates and determinants of political violence in Ethiopia between 1997–2019, in terms of economic vulnerability, repression, urbanization, youth demographics and ethnic-national composition? (3) How do perceptions of relative deprivation, aspiration gaps, and expectations (i.e. the microfoundations of political discontent) relate to economic conditions, and does the so‐called ‘Tocqueville paradox’ hold in the Ethiopian context?"
744,4,"The paper asks: What is the extent of intergenerational income mobility in France, and how do geographic factors—such as movement across departments and the income levels of those departments—affect upward mobility from low-income origins? This directly relates to intergenerational wealth (income) mobility and inheritance."
745,4,"How does the sudden COVID-19 pandemic affect intergenerational income mobility in China? In particular, the study asks: What is the causal impact of differing intensities of the pandemic on the intergenerational income elasticity and rank-rank slope, and how do these effects vary among groups defined by income, skill, and parental income?"
746,2,"What is the effect of education upward mobility on income upward mobility, and how do factors such as intergenerational psychological distance, parental social capital, and gender moderate this relationship?"
747,4,"What is the causal impact of exposure to high school peers from elite‐educated families on the likelihood of enrolling in elite education programmes, and through what channels (e.g., changes in GPA via peer effects and teacher behavior) do these effects differ by socioeconomic background, thereby influencing intergenerational mobility in educational and income outcomes?"
748,4,"How do factors such as inheritance, political lobbying to reduce capital income tax, and differential rates of return to varying capital sizes shape the dynamics of wealth accumulation and, consequently, intergenerational mobility?"
749,7,"How do the underlying structural determinants – specifically exogenous talent endowments, endogenous parental investments, and redistributive institutions – interact to shape the intergenerational elasticity of income, and what role do private versus collective decisions (including political institutions) play in determining equilibrium social mobility?"
750,1,"How do data limitations such as restricted age coverage and short panel dimensions bias the estimation of intergenerational income elasticity (IGE), and how can alternative datasets (e.g., long panel PSID data) improve measurement to yield more robust estimates?"
751,2,"Does an increase in family size reduce intergenerational income mobility (measured via intergenerational income elasticity), and how does the quantity‐quality trade-off operate across different income ranks, regional economic conditions (such as low-income areas and areas with underdeveloped credit markets), and gender differences (e.g., differential effects for sons versus daughters)?"
752,8,"How have perceptions of intergenerational social mobility in post-communist Poland changed over time, and to what extent do individual-level factors such as subjective social position, household income, and objective social mobility explain these perceptions when accounting for unobserved heterogeneity?"
753,6,"How is intergenerational educational and income mobility associated with emerging adults' well-being, and to what extent do interpersonal factors (parental involvement) and contextual factors (the socio-economic crisis) mediate this relationship?"
754,1,"How can we adjust for the underrepresentation of 1.5- and second-generation persons in intergenerational income mobility studies to ensure unbiased estimates, and to what extent does this underrepresentation bias intergenerational mobility estimates, particularly with respect to changes across different cohorts?"
755,3,"Does the equalization-oriented intergovernmental transfer system influence intergenerational income mobility, and if so, how do its effects differ across urban and rural areas (with particular attention to the role of education such as the college period) in the context of fiscal decentralization and regional fiscal capacity?"
756,2,"What are the transition probabilities of intergenerational social mobility across countries, and how do measures of social inequality (such as income inequality and poverty levels) affect upward and downward mobility? Additionally, is there evidence that high‐income countries exhibit higher relative social mobility compared to lower-income countries?"
757,2,"What are the empirical determinants of intergenerational income mobility, specifically, how do economic freedom and income inequality (and their direct effects as well as indirect effects via economic growth) influence upward and downward mobility?"
758,2,"What are the trends in intergenerational absolute income mobility among Swedish cohorts, and how does variation in parent-generation income inequality influence the amount of economic growth required to achieve a given level of absolute mobility?"
759,2,"What is the degree of intergenerational income mobility in Brazil, and what determinants (including measurement challenges between formal and informal income, spatial/place effects, and demographic differences such as gender and race) drive these mobility outcomes?"
760,4,"Does empirical research support the idea of an intergenerational cycle of deprivation, and what role do mechanisms like family processes and education play in transmitting disadvantage across generations?"
761,4,"How do parental income dynamics, particularly of high‐income/high‐wealth fathers, influence the income growth trajectories, risks, and career choices of their children, and what implications does this have for intergenerational income mobility?"
762,2,"What is the degree of intergenerational income mobility in Brazil, and what are its determinants? Specifically, how can formal income records combined with machine‐learning predictions of informal income be used to produce novel, validated estimates of mobility, and how do individual characteristics (such as gender and race), geographic factors (causal place effects), and non‐income outcomes (education, teenage pregnancy, occupation, mortality, victimization) relate to and shape this mobility?"
763,2,"How does historically induced city‐wide racial segregation causally affect intergenerational mobility outcomes—in particular, what are its effects on upward mobility for Black children and low‐income White children, as well as on non‐income outcomes (academic achievement, incarceration, teenage birth rates) and policy/institutional responses (government spending, support for anti‐poverty policies, and racially conservative attitudes)?"
764,2,"The paper primarily asks: 'What is the magnitude of intergenerational income mobility in Brazil, and what are the determinants of this persistence?' In answering this, it empirically estimates how a 10‐percentile increase in parental income rank translates into changes in child income rank, while also probing heterogeneity by gender, race (category 5) and geographic factors (category 3) — for example, by examining causal place effects and migration patterns — as well as the role of assortative mating and longer‐term outcomes."
765,3,"How does intergenerational income immobility—particularly the persistence of educational immobility—contribute to the poverty gap between forward caste (FC) and lower castes (SC/ST, OBC), and how effective has the reservation policy been in reducing this gap?"
766,3,"What are the policy and geographic impacts of displacement from rent-controlled apartments (via the Ellis Act) on tenants, specifically in terms of their subsequent residence choices, exposure to lower-income and lower-intergenerational-mobility neighborhoods, and long-term socioeconomic outcomes?"
767,1,"How can we develop a multivariate methodological approach to estimate intergenerational transition matrices by clustering individuals based on observed income and occupational categories, while accounting for unobserved social status?"
768,5,"Does economic opportunity vary by race from an early age – as reflected in the income‐achievement gap – and to what extent do factors like income‐based school sorting, health outcomes, and housing conditions explain these differences?"
769,1,"The paper addresses questions such as: What are the main indicators and methods for accurately measuring intergenerational mobility? How can research methods explain the dependence of heirs’ income on parental income? And, in applied studies, how do intergenerational mobility estimates compare across countries and time, and relate to social inequality and economic growth?"
770,1,"How do changes in inequality arising from factors uncorrelated with parent ranks (such as gender and birth order) affect rank-based measures of intergenerational mobility, and can we develop a method to ex-post quantify the influence of such inequality on mobility measurements?"
771,1,"The paper asks: How can we develop and use a measurement approach (via functional regression methods) to capture the age-specific effects of parental incomes on offspring permanent income (and education), and what do these marginal changes and interactions across ages reveal about the intergenerational transmission of economic status?"
772,4,"How do age‐specific trajectories of parental income affect the transmission of economic status across generations? In other words, which ages in childhood and adolescence have larger marginal effects on offspring permanent income, and how do incomes at different ages interact (e.g., substitutability for nearby ages and complementarity between early childhood and adolescence) in influencing intergenerational mobility?"
773,2,How do neighborhood conditions during childhood causally affect intergenerational mobility in terms of earnings and other outcomes—and what role do geographic and family-sorting factors play in producing these differences?
774,4,"How do genetic factors, particularly intelligence, interact with environmental influences to shape intergenerational income mobility (as measured by the intergenerational elasticity) and what implications does the stratification of genetic endowments have on wealth/income transmission across generations?"
775,1,"The paper asks: What are the optimal measures and age ranges for capturing the intergenerational transmission of well-being and human capital outcomes in children? Specifically, it examines how lifetime measures compare to snapshot measures in predicting child outcomes and investigates the sensitivity of intergenerational elasticity estimates to the timing of parental resource measurement, as well as the compensatory role of financial resources for non-monetary factors."
776,1,"How can we improve the measurement of intergenerational transmission of well-being by selecting the best measures and age ranges to predict children’s human capital outcomes, and how do lifetime versus snapshot measures compare in this regard?"
777,1,"How can we improve the measurement of intergenerational well-being by selecting the optimal measures and age ranges of parental resources, and how do lifetime measures compare to snapshot measures in predicting child human capital outcomes?"
778,4,How has the intergenerational persistence in home ownership evolved over time—particularly among younger cohorts and those whose parents did not own a home—and what does this imply for intergenerational housing wealth mobility?
779,4,"What is the degree of intergenerational income mobility over three generations in Taiwan? Specifically, what are the intergenerational income elasticities between fathers and sons and between fathers and grandsons, how does the intermediate generation (sons and their spouses) contribute to this mobility, and does the timing of fathers' death affect these linkages?"
780,4,To what extent does intergenerational mobility shape both the impact of income inequality on growth and the effect that growth has on poverty and income inequality in Africa?
781,4,"Does the intergenerational transmission of economic status (in incomes and wealth) among third-generation descendants of immigrants erode the initial socioeconomic disparities, leading to full economic assimilation relative to native Dutch counterparts?"
782,3,"How does geographic migration influence income mobility in the United States, particularly for children from low-wage areas, and what are the policy implications (e.g., equalizing school quality versus skill prices or cash transfer strategies) in reducing interstate inequality?"
783,2,"How has intergenerational labor income mobility evolved over time in Sweden and the US, particularly differentiating between maternal (mother-child) and paternal (father-son) channels, and what are the contributions of parent human capital, employment, residual income, and assortative mating to these trends?"
784,2,"How have patterns of intergenerational income persistence, particularly distinguishing between father-child and mother-child mobility, evolved over time in Sweden and the United States? What roles do parent human capital, employment, residual income, and assortative mating play in these observed mobility outcomes?"
785,6,"How does mothers’ poverty affect young adult children’s self-esteem over time, and how does young adult children’s income moderate both the between-subject and within-subject relationships in this association?"
786,4,"How persistent is inequality in education, occupation, and wealth across multiple generations, and to what extent do past generations structure contemporary life chances?"
787,5,"How do black‐white differences manifest in intergenerational educational mobility across the full distribution of schooling attainment, in particular regarding upward mobility from lower educational positions and the persistence of disadvantage in downward mobility from higher positions, and what might explain these differential patterns?"
788,2,"How do parental income and associated factors (such as offspring's work versus education) determine the intergenerational mobility of relative poverty, and what role do demographic differences (e.g., gender disadvantage) play in this process in rural China?"
789,4,"What is the degree of intergenerational persistence in education and income, and how are endowments transmitted across generations (including the role of grandparents) through a latent factor in shaping wealth/income mobility?"
790,4,"Does having a classroom friend with high parental income (i.e., a privileged friend) bolster adult income and upward income mobility, and where in the parental income distribution is this effect most pronounced?"
791,2,"What is the current state of intergenerational income mobility in the UK at both the household and individual levels, and how do regional (e.g., North vs. South) differences affect both relative and absolute mobility?"
792,2,"How have intergenerational mobility processes manifested in Hungarian higher education over the past decade? More specifically, what are the empirical differences in status attainment—based on income, education, occupational groups, and social classes—across different fields of study, and to what extent do theories such as Maximally Maintained Inequality (MMI), Effectively Maintained Inequality (EMI), and dynastic effects explain these patterns?"
793,2,"How do career choices—specifically, the occupations and fields of study children pursue—influence intergenerational income mobility, and to what extent do these choices explain or contribute to the persistence of income levels across generations?"
794,2,"How does intergenerational income mobility influence internal migration decisions (including attraction and retention of migrants) in China, and what role do demographic subgroups (women, the elderly, the less educated) and job mobility play in shaping these migration patterns?"
795,3,How does intergenerational social mobility at the district level influence legislative support for redistributive/inclusive education policies?
796,2,"The paper asks: What are the trends in intergenerational income mobility and what factors determine these trends? Specifically, it investigates whether income mobility has declined over time and examines how improved gender equality in the labor market—by increasing the persistence in women’s earnings and household incomes—explains this decline. The study also explores the methodological question of how a multiverse analysis (varying 82,944 definitions of mobility) can enhance our understanding of these empirical relationships."
797,8,"What are the most important areas individuals use when comparing themselves to their parents, and how are these intergenerational comparisons (particularly in income attainment) associated with well-being?"
798,4,"Does engaging in entrepreneurship—particularly the distinction between incorporated and unincorporated entrepreneurship—affect intergenerational income mobility compared to wage employment, and how do factors like selection into incorporation, measurement of lifetime income, and returns to skills explain these differences?"
799,2,"Does education influence intergenerational income mobility in Indonesia, and specifically, is a child's education a stronger determinant of their income compared to the father's education?"
800,4,"How does birth order affect intergenerational income mobility in Japan, particularly examining the difference between firstborn and laterborn sons across varying family sizes?"
801,1,"How can we develop a more holistic measure by combining multiple socioeconomic indicators (education, income, occupational status, wealth, neighborhood context) to better understand the extent to which social origins constrain future attainment, particularly considering persistent racial inequalities in intergenerational mobility?"
802,8,"How does information on intergenerational mobility affect individuals' perceptions of mobility and subsequently their redistributive preferences, and why do these effects differ between income groups (with high-income individuals updating their beliefs more than low-income individuals)?"
803,2,"What is the degree of intergenerational income mobility in Turkey? In particular, how do father's earnings translate into sons’ and daughters’ earnings, how pronounced are these gender differences (given low female labor force participation), and how do cohort trends affect these estimates?"
804,2,"What is the nature and extent of social mobility – in terms of education, employment, and income – among first and second generation land development settlers, and what factors (including government development programs) determine these intergenerational and intragenerational mobility outcomes?"
805,1,"How do different measures of intergenerational income mobility compare in terms of their conceptual foundations, properties, and empirical estimates? Specifically, what are the differences between relative and absolute mobility measures, and how do methodological choices (such as the selection of underlying rank distributions) affect these measures and their empirical outcomes?"
806,2,"What is the extent of intergenerational income mobility in France for children born in the 1970s, and how do factors such as geographic mobility and spatial variations across departments affect upward mobility?"
807,4,"How do parental housing tenure and education influence the accumulation of housing wealth in offspring, and what are the implications for intergenerational mobility as measured by the rising rank correlation in housing wealth?"
808,2,"Does exposure to left behind places negatively affect children’s later social mobility outcomes, and if so, what is the magnitude of these effects along with their variation across different geographic and social contexts?"
809,4,Does the consolidation of the U.S. banking system into larger banks reduce low‐income households' access to credit—thereby limiting their ability to invest in their children’s human capital and ultimately restricting intergenerational economic mobility?
810,2,"How does immigrant selection—specifically, being a refugee versus a non-refugee—affect intergenerational income mobility outcomes, and to what extent do differences in parental attributes upon arrival explain the observed mobility gap?"
811,6,"How is intergenerational income mobility (as measured by rank-rank slope) associated with population health outcomes, particularly mortality rates, in US commuting zones? Additionally, how does the effect of IGIM on mortality compare to that of income inequality?"
812,4,"What are the key factors defining young people’s opportunity to access housing, and how do these factors relate to China’s institutional changes during and after the market reform? (This central inquiry is embedded in a broader investigation of intergenerational transfer mechanisms, including parental resources, local hukou, and gendered patterns of inheritance that shape housing-based wealth mobility.)"
813,2,"Does physical attractiveness measured during adolescence predict intergenerational social mobility outcomes (educational, occupational, and income attainment) after 20 years, even after controlling for various childhood characteristics?"
814,2,"Does having an early-life diagnosis of a disability or chronic health condition affect an individual's intergenerational income mobility trajectory, compared to the general population, even within an advanced egalitarian welfare state such as Norway?"
815,2,"What are the empirical estimates of intergenerational income mobility in France, and which factors (e.g., parental income, educational attainment, immigrant status, geographic mobility, family structure, and gender) determine upward mobility?"
816,4,"How has the intergenerational transmission of income evolved over time in Canada, particularly for children whose parents were in the bottom income quintile, in terms of their likelihood to exit poverty or transition into the middle class at national and provincial levels?"
817,3,"How effective are tax policies—such as progressive property, luxury, inheritance, and capital taxation—in mitigating wealth inequality and enhancing intergenerational mobility in Russia?"
818,2,"The paper asks: What is the extent of intergenerational income persistence in the United States, and what are the empirical determinants—including measurement using a new administrative data set, the returns to human capital, public investment in low‐income children, socioeconomic segregation, and tax-and-transfer system characteristics—that contribute to the observed mobility (or lack thereof)?"
819,4,"The paper examines intergenerational wealth mobility by asking: What is the extent of the persistence of wealth across generations relative to earnings, and how much of this persistence can be explained by the transmission of earnings and education?"
820,9,"This thesis addresses a set of distinct research questions: (1) What are the returns to college in Sweden and how do cognitive and noncognitive abilities influence educational choice? – aligning with Empirical Estimates and Determinants (Category 2); (2) How do heterogeneous income profiles and life‐cycle bias affect estimates of intergenerational income mobility? – a Measurement and Methodological Advances question (Category 1); (3) How do structural changes (such as past policies or institutions) influence the dynamic behavior of the intergenerational income elasticity? – a Theoretical and Structural Models question (Category 7); (4) What explains the differences in intergenerational income mobility between Sweden and the UK when accounting for country differences in parental income’s role for children’s productivity traits? – reflecting Policy, Institutional, and Geographic Impacts (Category 3)"
821,2,"What is the relationship between parents' income levels and children's income levels in Korea, and to what extent do children's characteristics and regional characteristics (i.e., geographic impacts) influence intergenerational income mobility?"
822,3,"How have long-term macroeconomic shifts—specifically, the large-scale erosion of US manufacturing—altered labor market opportunities and contributed to growing geographic disparities in upward intergenerational income mobility?"
823,4,The paper asks: How mobile was wealth across multiple generations in late medieval Florence? What role does an unobserved latent factor play in governing wealth transmission? And how do participation in marriage networks and politics correlate with the persistence of economic status across generations?
824,4,The paper asks: (1) How does parents' access to unused revolving credit during their children's adolescence affect the labor earnings of those children in early adulthood? (2) How did the democratization of credit—increasing credit limits and adopting more lenient bankruptcy policies—impact intergenerational mobility and inequality over time?
825,4,"How does intergenerational income elasticity (as a measure of intergenerational wealth mobility) impact residents' marginal propensity to consume and their consumption altruism motive, and how do these effects differ between urban and rural residents?"
826,2,"How do parental resource trajectories, including the timing of both financial and nonpecuniary inputs, affect child development outcomes such as educational attainment and criminal behavior? Additionally, how does the use of lifetime versus snapshot parental income measurements influence estimates of intergenerational mobility?"
827,3,"How do institutional policies – specifically affirmative action in public colleges and subsidized loans for private institutions – impact income segregation across colleges and, through this, affect intergenerational mobility and future earnings, particularly for low-income students in Brazil?"
828,2,"What is the empirical relationship between parental income and the probability of attaining an A-Level (as a measure of educational opportunity), and what are the underlying determinants—especially regional/local characteristics—that explain the observed differences in intergenerational mobility in Germany?"
829,4,"What are the levels of intergenerational transmission and social mobility (in education, occupation, and income) across different countries? In particular, how do these mobility patterns vary by country and gender (e.g., differences between mothers and fathers)?"
830,4,"How does parental credit access—specifically, unused revolving credit during adolescence—affect the labor market outcomes of children in early adulthood, and how did the democratization of credit (via higher credit limits and more lenient bankruptcy laws) impact intergenerational mobility and inequality over time?"
831,2,"How do parental socioeconomic factors (e.g., educational level, profession, income) empirically determine social mobility—as measured by a social mobility integral index and related indicators—in OECD countries, and how do these factors relate to limits like 'sticky floors' and 'sticky ceilings' affecting children's employment, health, and educational opportunities?"
832,4,"The paper's research questions focus on intergenerational wealth mobility and inheritance, specifically: What is the role of inheritance in the concentration of wealth among the super‐rich (e.g., 60% being heirs), and how has wealth mobility at the very top (including the decline over time) evolved?"
833,4,"What is the level of intergenerational earnings elasticity in rural China using a modified version of Zimmerman’s model, and what does this imply about the rate of intergenerational mobility?"
834,2,"What is the strength and persistence of the relationship between the socioeconomic status of parents and their children in Turkey, how does this relationship change across birth cohorts, and are there gender differences in intergenerational mobility?"
835,4,"The paper asks: How has intergenerational income mobility manifested in the U.S. over the period 1850-1930, and how can we utilize partially linear models along with optimal transport theory to relax previous exclusion restrictions and build informative inference methods for this phenomenon?"
836,4,"The paper aims to answer questions about intergenerational wealth mobility and inheritance – specifically, it examines how wealth is transmitted across generations (e.g., rank correlations for sons and daughters), investigates the role of family structure (single vs. married children, gender composition), tests the effect of assortative mating, and explores nonlinearity in the wealth mobility process (especially for top-tier families)."
837,4,"How do owner-occupation rates differ over generations within and between immigrant and native groups, and what role do parental wealth and tenure play in facilitating intergenerational transfers in housing market outcomes?"
838,7,"How do population dynamics with differential fertility shape the transitional dynamics of intergenerational mobility and economic development? Specifically, what are the effects of changes in population size and per-child transfers on the cyclical behavior of income inequality and the approach to steady state mobility?"
839,2,"The paper seeks to empirically estimate the determinants of intergenerational income mobility by asking: (a) Are early behavioral problems (e.g., attention-deficit/hyperactivity, conduct/opposition problems) associated with decreased odds of upward income mobility? (b) Does this association differ by child sex? and (c) Are the associations between early behavioral problems and income mobility mediated by educational attainment (high school graduation)?"
