from_label,from_name,reltype,to_label,to_name,period,weight_sum,names,color_group,count_rank_percentile,to_short_name,from_short_name,short_name,to_strength,from_strength,edge_strength
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2016-2020,8,Rank-based Measures - Linked Administrative Data,Other,0.6875,D6,M2,M2-D6,42.0,22.0,48.0
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2016-2020,8,Transition Matrix / Probability Measures - No dataset,Other,0.6875,D13,M3,M3-D13,70.0,18.0,72.0
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2016-2020,8,Decomposition / Structural Approaches - Theoretical and Structural Models,Other,0.6875,R7,M6,M6-R7,16.0,48.0,48.0
Measure,Rank-based Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2016-2020,8,Rank-based Measures - Empirical Estimates and Determinants,Other,0.6875,R2,M2,M2-R2,112.0,22.0,118.0
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2016-2020,8,Transition Matrix / Probability Measures - Intergenerational Wealth Mobility and Inheritance,Other,0.6875,R4,M3,M3-R4,130.0,18.0,132.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2016-2020,8,Rank-based Measures - Administrative/Registry Data,Other,0.6875,D2,M2,M2-D2,58.0,22.0,64.0
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,2,"No dataset - Policy, Institutional, and Geographic Impacts",Other,0.21544715447154472,R3,D13,D13-R3,28.0,54.0,78.0
RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",CO_DATATYPE_RQTYPE,DataType,Opportunity Atlas,2021-2025,2,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.) - Opportunity Atlas",Other,0.21544715447154472,D4,R6,R6-D4,10.0,8.0,14.0
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,2,"National Survey Data - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.21544715447154472,R5,D3,D3-R5,10.0,38.0,44.0
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,2,National Survey Data - Measurement and Methodological Advances,Other,0.21544715447154472,R1,D3,D3-R1,32.0,38.0,66.0
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,2,Others_DataType - Intergenerational Wealth Mobility and Inheritance,Other,0.21544715447154472,R4,D14,D14-R4,120.0,14.0,130.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2021-2025,2,Absolute Mobility Measures - National Survey Data,Other,0.21544715447154472,D3,M4,M4-D3,38.0,30.0,64.0
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,"Others_DataType - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.21544715447154472,R6,D14,D14-R6,8.0,14.0,18.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,"Panel/Longitudinal Surveys - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.21544715447154472,R6,D1,D1-R6,8.0,80.0,84.0
RqType,"Policy, Institutional, and Geographic Impacts",CO_DATATYPE_RQTYPE,DataType,Opportunity Atlas,2021-2025,2,"Policy, Institutional, and Geographic Impacts - Opportunity Atlas",Other,0.21544715447154472,D4,R3,R3-D4,10.0,28.0,34.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2021-2025,2,Absolute Mobility Measures - Administrative/Registry Data,Other,0.21544715447154472,D2,M4,M4-D2,66.0,30.0,92.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,"Linked Administrative Data - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.21544715447154472,R6,D6,D6-R6,8.0,74.0,78.0
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,2,Others_DataType - Measurement and Methodological Advances,Other,0.21544715447154472,R1,D14,D14-R1,32.0,14.0,42.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,2,Linked Administrative Data - Measurement and Methodological Advances,Other,0.21544715447154472,R1,D6,D6-R1,32.0,74.0,102.0
RqType,Empirical Estimates and Determinants,CO_DATATYPE_RQTYPE,DataType,Natural/Experimental Data,2021-2025,2,Empirical Estimates and Determinants - Natural/Experimental Data,Other,0.21544715447154472,D5,R2,R2-D5,10.0,142.0,148.0
DataType,International Panel Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,2,International Panel Data - Intergenerational Wealth Mobility and Inheritance,Other,0.21544715447154472,R4,D7,D7-R4,120.0,4.0,120.0
DataType,International Panel Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,2,International Panel Data - Empirical Estimates and Determinants,Other,0.21544715447154472,R2,D7,D7-R2,142.0,4.0,142.0
RqType,Intergenerational Wealth Mobility and Inheritance,CO_DATATYPE_RQTYPE,DataType,University/Institution Data,2021-2025,2,Intergenerational Wealth Mobility and Inheritance - University/Institution Data,Other,0.21544715447154472,D9,R4,R4-D9,2.0,120.0,118.0
RqType,Intergenerational Wealth Mobility and Inheritance,CO_DATATYPE_RQTYPE,DataType,Opportunity Atlas,2021-2025,2,Intergenerational Wealth Mobility and Inheritance - Opportunity Atlas,Other,0.21544715447154472,D4,R4,R4-D4,10.0,120.0,126.0
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,4,Transition Matrix / Probability Measures - Empirical Estimates and Determinants,Other,0.508130081300813,R2,M3,M3-R2,142.0,18.0,152.0
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,4,"Transition Matrix / Probability Measures - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.508130081300813,R5,M3,M3-R5,10.0,18.0,20.0
Measure,Rank-based Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,4,"Rank-based Measures - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.508130081300813,R5,M2,M2-R5,10.0,62.0,64.0
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,4,Absolute Mobility Measures - Intergenerational Wealth Mobility and Inheritance,Other,0.508130081300813,R4,M4,M4-R4,120.0,30.0,142.0
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2021-2025,4,Transition Matrix / Probability Measures - Administrative/Registry Data,Other,0.508130081300813,D2,M3,M3-D2,66.0,18.0,76.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,International Panel Data,2021-2025,4,Regression-based Measures - International Panel Data,Other,0.508130081300813,D7,M1,M1-D7,4.0,194.0,190.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Archival/Historical Data,2021-2025,4,Regression-based Measures - Archival/Historical Data,Other,0.508130081300813,D11,M1,M1-D11,6.0,194.0,192.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,4,Rank-based Measures - No dataset,Other,0.508130081300813,D13,M2,M2-D13,54.0,62.0,108.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,2,"Linked Administrative Data - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.21544715447154472,R5,D6,D6-R5,10.0,74.0,80.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2021-2025,2,Absolute Mobility Measures - Natural/Experimental Data,Other,0.21544715447154472,D5,M4,M4-D5,10.0,30.0,36.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,2,"Regression-based Measures - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.21544715447154472,R5,M1,M1-R5,10.0,194.0,200.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2021-2025,2,Decomposition / Structural Approaches - Natural/Experimental Data,Other,0.21544715447154472,D5,M6,M6-D5,10.0,38.0,44.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,"Regression-based Measures - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.21544715447154472,R6,M1,M1-R6,8.0,194.0,198.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2021-2025,4,Rank-based Measures - National Survey Data,Other,0.508130081300813,D3,M2,M2-D3,38.0,62.0,92.0
Measure,Rank-based Measures,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,2,"Rank-based Measures - Policy, Institutional, and Geographic Impacts",Other,0.21544715447154472,R3,M2,M2-R3,28.0,62.0,86.0
Measure,Rank-based Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,"Rank-based Measures - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.21544715447154472,R6,M2,M2-R6,8.0,62.0,66.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2021-2025,2,Others_Measure - Theoretical and Structural Models,Other,0.21544715447154472,R7,M9,M9-R7,20.0,16.0,32.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,2,"Others_Measure - Policy, Institutional, and Geographic Impacts",Other,0.21544715447154472,R3,M9,M9-R3,28.0,16.0,40.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Perceptions of Mobility and Attitudes,2021-2025,2,Others_Measure - Perceptions of Mobility and Attitudes,Other,0.21544715447154472,R8,M9,M9-R8,4.0,16.0,16.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,2,Others_Measure - Measurement and Methodological Advances,Other,0.21544715447154472,R1,M9,M9-R1,32.0,16.0,44.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,2,Others_Measure - Intergenerational Wealth Mobility and Inheritance,Other,0.21544715447154472,R4,M9,M9-R4,120.0,16.0,132.0
Measure,Non-parametric Approaches,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,2,Non-parametric Approaches - Measurement and Methodological Advances,Other,0.21544715447154472,R1,M7,M7-R1,32.0,2.0,30.0
Measure,Multigenerational Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,"Multigenerational Measures - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.21544715447154472,R6,M5,M5-R6,8.0,4.0,8.0
Measure,Multigenerational Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,2,Multigenerational Measures - Intergenerational Wealth Mobility and Inheritance,Other,0.21544715447154472,R4,M5,M5-R4,120.0,4.0,120.0
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,"Absolute Mobility Measures - Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Other,0.21544715447154472,R6,M4,M4-R6,8.0,30.0,34.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2021-2025,2,Absolute Mobility Measures - Others_DataType,Other,0.21544715447154472,D14,M4,M4-D14,14.0,30.0,40.0
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,2,Absolute Mobility Measures - Measurement and Methodological Advances,Other,0.21544715447154472,R1,M4,M4-R1,32.0,30.0,58.0
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,2,Transition Matrix / Probability Measures - No dataset,Other,0.21544715447154472,D13,M3,M3-D13,54.0,18.0,68.0
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,2,Transition Matrix / Probability Measures - Linked Administrative Data,Other,0.21544715447154472,D6,M3,M3-D6,74.0,18.0,88.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Big Data,2021-2025,2,Regression-based Measures - Big Data,Other,0.21544715447154472,D12,M1,M1-D12,6.0,194.0,196.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,University/Institution Data,2021-2025,2,Rank-based Measures - University/Institution Data,Other,0.21544715447154472,D9,M2,M2-D9,2.0,62.0,60.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2021-2025,2,Rank-based Measures - Others_DataType,Other,0.21544715447154472,D14,M2,M2-D14,14.0,62.0,72.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,Opportunity Atlas,2021-2025,2,Rank-based Measures - Opportunity Atlas,Other,0.21544715447154472,D4,M2,M2-D4,10.0,62.0,68.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Others_DataType,2021-2025,2,Others_Measure - Others_DataType,Other,0.21544715447154472,D14,M9,M9-D14,14.0,16.0,26.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,National Survey Data,2021-2025,2,Others_Measure - National Survey Data,Other,0.21544715447154472,D3,M9,M9-D3,38.0,16.0,50.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,2,Others_Measure - Linked Administrative Data,Other,0.21544715447154472,D6,M9,M9-D6,74.0,16.0,86.0
Measure,Non-parametric Approaches,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,2,Non-parametric Approaches - No dataset,Other,0.21544715447154472,D13,M7,M7-D13,54.0,2.0,52.0
Measure,Multigenerational Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2021-2025,2,Multigenerational Measures - Others_DataType,Other,0.21544715447154472,D14,M5,M5-D14,14.0,4.0,14.0
Measure,Multigenerational Measures,CO_MEASURE_DATATYPE,DataType,Archival/Historical Data,2021-2025,2,Multigenerational Measures - Archival/Historical Data,Other,0.21544715447154472,D11,M5,M5-D11,6.0,4.0,6.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,2,Decomposition / Structural Approaches - Panel/Longitudinal Surveys,Other,0.21544715447154472,D1,M6,M6-D1,80.0,38.0,114.0
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Opportunity Atlas,2021-2025,2,Transition Matrix / Probability Measures - Opportunity Atlas,Other,0.21544715447154472,D4,M3,M3-D4,10.0,18.0,24.0
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,4,Others_Measure - No dataset,Other,0.508130081300813,D13,M9,M9-D13,54.0,16.0,62.0
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2021-2025,10,Decomposition / Structural Approaches - Theoretical and Structural Models,Other,0.7601626016260162,R7,M6,M6-R7,20.0,38.0,38.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2021-2025,4,Decomposition / Structural Approaches - Administrative/Registry Data,Other,0.508130081300813,D2,M6,M6-D2,66.0,38.0,96.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,12,Rank-based Measures - Linked Administrative Data,Other,0.8048780487804879,D6,M2,M2-D6,74.0,62.0,112.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,12,Absolute Mobility Measures - Linked Administrative Data,Other,0.8048780487804879,D6,M4,M4-D6,74.0,30.0,80.0
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,12,No dataset - Measurement and Methodological Advances,Other,0.8048780487804879,R1,D13,D13-R1,32.0,54.0,62.0
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,12,National Survey Data - Intergenerational Wealth Mobility and Inheritance,Other,0.8048780487804879,R4,D3,D3-R4,120.0,38.0,134.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,14,Regression-based Measures - Measurement and Methodological Advances,Other,0.8333333333333334,R1,M1,M1-R1,32.0,194.0,198.0
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,14,National Survey Data - Empirical Estimates and Determinants,Other,0.8333333333333334,R2,D3,D3-R2,142.0,38.0,152.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,18,"Regression-based Measures - Policy, Institutional, and Geographic Impacts",Other,0.8495934959349594,R3,M1,M1-R3,28.0,194.0,186.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,18,Decomposition / Structural Approaches - No dataset,Other,0.8495934959349594,D13,M6,M6-D13,54.0,38.0,56.0
Measure,Rank-based Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,20,Rank-based Measures - Empirical Estimates and Determinants,Other,0.8658536585365854,R2,M2,M2-R2,142.0,62.0,164.0
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Theoretical and Structural Models,2021-2025,20,No dataset - Theoretical and Structural Models,Other,0.8658536585365854,R7,D13,D13-R7,20.0,54.0,34.0
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,22,Absolute Mobility Measures - Empirical Estimates and Determinants,Other,0.8780487804878049,R2,M4,M4-R2,142.0,30.0,128.0
Measure,Rank-based Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,24,Rank-based Measures - Intergenerational Wealth Mobility and Inheritance,Other,0.8943089430894309,R4,M2,M2-R4,120.0,62.0,134.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,24,Regression-based Measures - No dataset,Other,0.8943089430894309,D13,M1,M1-D13,54.0,194.0,200.0
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,24,Administrative/Registry Data - Intergenerational Wealth Mobility and Inheritance,Other,0.8943089430894309,R4,D2,D2-R4,120.0,66.0,138.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2021-2025,26,Regression-based Measures - National Survey Data,Other,0.9186991869918699,D3,M1,M1-D3,38.0,194.0,180.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2021-2025,26,Regression-based Measures - Administrative/Registry Data,Other,0.9186991869918699,D2,M1,M1-D2,66.0,194.0,208.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,26,Panel/Longitudinal Surveys - Intergenerational Wealth Mobility and Inheritance,D1-R4,0.9186991869918699,R4,D1,D1-R4,120.0,80.0,148.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2021-2025,30,Rank-based Measures - Administrative/Registry Data,Other,0.9390243902439024,D2,M2,M2-D2,66.0,62.0,68.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,30,Linked Administrative Data - Intergenerational Wealth Mobility and Inheritance,Other,0.9390243902439024,R4,D6,D6-R4,120.0,74.0,134.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,32,Panel/Longitudinal Surveys - Empirical Estimates and Determinants,D1-R2,0.959349593495935,R2,D1,D1-R2,142.0,80.0,158.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,32,Linked Administrative Data - Empirical Estimates and Determinants,Other,0.959349593495935,R2,D6,D6-R2,142.0,74.0,152.0
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,32,Administrative/Registry Data - Empirical Estimates and Determinants,Other,0.959349593495935,R2,D2,D2-R2,142.0,66.0,144.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,38,Regression-based Measures - Linked Administrative Data,Other,0.975609756097561,D6,M1,M1-D6,74.0,194.0,192.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,52,Regression-based Measures - Panel/Longitudinal Surveys,M1-D1,0.983739837398374,D1,M1,M1-D1,80.0,194.0,170.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,68,Regression-based Measures - Intergenerational Wealth Mobility and Inheritance,M1-R4,0.991869918699187,R4,M1,M1-R4,120.0,194.0,178.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,80,Regression-based Measures - Empirical Estimates and Determinants,M1-R2,1.0,R2,M1,M1-R2,142.0,194.0,176.0
Measure,Regression-based Measures,CO_RQTYPE_MEASURE,RqType,Perceptions of Mobility and Attitudes,2021-2025,2,Regression-based Measures - Perceptions of Mobility and Attitudes,Other,0.21544715447154472,R8,M1,M1-R8,4.0,194.0,194.0
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,12,Decomposition / Structural Approaches - Intergenerational Wealth Mobility and Inheritance,Other,0.8048780487804879,R4,M6,M6-R4,120.0,38.0,134.0
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,10,No dataset - Empirical Estimates and Determinants,Other,0.7601626016260162,R2,D13,D13-R2,142.0,54.0,176.0
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,10,No dataset - Intergenerational Wealth Mobility and Inheritance,Other,0.7601626016260162,R4,D13,D13-R4,120.0,54.0,154.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,10,Panel/Longitudinal Surveys - Measurement and Methodological Advances,Other,0.7601626016260162,R1,D1,D1-R1,32.0,80.0,92.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Big Data,2021-2025,4,Absolute Mobility Measures - Big Data,Other,0.508130081300813,D12,M4,M4-D12,6.0,30.0,28.0
RqType,"Policy, Institutional, and Geographic Impacts",CO_DATATYPE_RQTYPE,DataType,Natural/Experimental Data,2021-2025,4,"Policy, Institutional, and Geographic Impacts - Natural/Experimental Data",Other,0.508130081300813,D5,R3,R3-D5,10.0,28.0,30.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,4,"Panel/Longitudinal Surveys - Policy, Institutional, and Geographic Impacts",Other,0.508130081300813,R3,D1,D1-R3,28.0,80.0,100.0
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,4,"National Survey Data - Policy, Institutional, and Geographic Impacts",Other,0.508130081300813,R3,D3,D3-R3,28.0,38.0,58.0
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Perceptions of Mobility and Attitudes,2021-2025,4,National Survey Data - Perceptions of Mobility and Attitudes,Other,0.508130081300813,R8,D3,D3-R8,4.0,38.0,34.0
RqType,Intergenerational Wealth Mobility and Inheritance,CO_DATATYPE_RQTYPE,DataType,Natural/Experimental Data,2021-2025,4,Intergenerational Wealth Mobility and Inheritance - Natural/Experimental Data,Other,0.508130081300813,D5,R4,R4-D5,10.0,120.0,122.0
RqType,Empirical Estimates and Determinants,CO_DATATYPE_RQTYPE,DataType,Opportunity Atlas,2021-2025,4,Empirical Estimates and Determinants - Opportunity Atlas,Other,0.508130081300813,D4,R2,R2-D4,10.0,142.0,144.0
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,4,Administrative/Registry Data - Measurement and Methodological Advances,Other,0.508130081300813,R1,D2,D2-R1,32.0,66.0,90.0
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,6,Others_Measure - Empirical Estimates and Determinants,Other,0.6422764227642277,R2,M9,M9-R2,142.0,16.0,146.0
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,6,"Decomposition / Structural Approaches - Policy, Institutional, and Geographic Impacts",Other,0.6422764227642277,R3,M6,M6-R3,28.0,38.0,54.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2021-2025,6,Regression-based Measures - Others_DataType,Other,0.6422764227642277,D14,M1,M1-D14,14.0,194.0,196.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Opportunity Atlas,2021-2025,6,Regression-based Measures - Opportunity Atlas,Other,0.6422764227642277,D4,M1,M1-D4,10.0,194.0,192.0
Measure,Regression-based Measures,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2021-2025,6,Regression-based Measures - Natural/Experimental Data,Other,0.6422764227642277,D5,M1,M1-D5,10.0,194.0,192.0
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,National Survey Data,2021-2025,4,Decomposition / Structural Approaches - National Survey Data,Other,0.508130081300813,D3,M6,M6-D3,38.0,38.0,68.0
Measure,Rank-based Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,6,Rank-based Measures - Panel/Longitudinal Surveys,Other,0.6422764227642277,D1,M2,M2-D1,80.0,62.0,130.0
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,6,Absolute Mobility Measures - Panel/Longitudinal Surveys,Other,0.6422764227642277,D1,M4,M4-D1,80.0,30.0,98.0
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,6,"Panel/Longitudinal Surveys - Demographic Differences in Mobility (Race, Gender, etc.)",Other,0.6422764227642277,R5,D1,D1-R5,10.0,80.0,78.0
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,6,"Linked Administrative Data - Policy, Institutional, and Geographic Impacts",Other,0.6422764227642277,R3,D6,D6-R3,28.0,74.0,90.0
