from_label,from_name,reltype,to_label,to_name,period,weight_sum,period2,names,from_code,to_code,code_combined
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,32,2025,Linked Administrative Data <-> Empirical Estimates and Determinants,DT.6,RQ.2,"['DT.6', 'RQ.2']"
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,32,2025,Administrative/Registry Data <-> Empirical Estimates and Determinants,DT.2,RQ.2,"['DT.2', 'RQ.2']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2021-2025,30,2025,Rank‐based Measures <-> Administrative/Registry Data,M.2,DT.2,"['M.2', 'DT.2']"
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,30,2025,Linked Administrative Data <-> Intergenerational Wealth Mobility and Inheritance,DT.6,RQ.4,"['DT.6', 'RQ.4']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2021-2025,26,2025,Regression‐based Measures <-> National Survey Data,M.1,DT.3,"['M.1', 'DT.3']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2021-2025,26,2025,Regression‐based Measures <-> Administrative/Registry Data,M.1,DT.2,"['M.1', 'DT.2']"
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,26,2025,Panel/Longitudinal Surveys <-> Intergenerational Wealth Mobility and Inheritance,DT.1,RQ.4,"['DT.1', 'RQ.4']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,24,2025,Regression‐based Measures <-> No dataset,M.1,DT.13,"['M.1', 'DT.13']"
Measure,Rank‐based Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,24,2025,Rank‐based Measures <-> Intergenerational Wealth Mobility and Inheritance,M.2,RQ.4,"['M.2', 'RQ.4']"
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,24,2025,Administrative/Registry Data <-> Intergenerational Wealth Mobility and Inheritance,DT.2,RQ.4,"['DT.2', 'RQ.4']"
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,22,2025,Absolute Mobility Measures <-> Empirical Estimates and Determinants,M.4,RQ.2,"['M.4', 'RQ.2']"
Measure,Rank‐based Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,20,2025,Rank‐based Measures <-> Empirical Estimates and Determinants,M.2,RQ.2,"['M.2', 'RQ.2']"
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Theoretical and Structural Models,2021-2025,20,2025,No dataset <-> Theoretical and Structural Models,DT.13,RQ.7,"['DT.13', 'RQ.7']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,18,2025,"Regression‐based Measures <-> Policy, Institutional, and Geographic Impacts",M.1,RQ.3,"['M.1', 'RQ.3']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,18,2025,Decomposition / Structural Approaches <-> No dataset,M.6,DT.13,"['M.6', 'DT.13']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,14,2025,Regression‐based Measures <-> Measurement and Methodological Advances,M.1,RQ.1,"['M.1', 'RQ.1']"
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,14,2025,National Survey Data <-> Empirical Estimates and Determinants,DT.3,RQ.2,"['DT.3', 'RQ.2']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,12,2025,Rank‐based Measures <-> Linked Administrative Data,M.2,DT.6,"['M.2', 'DT.6']"
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,12,2025,No dataset <-> Measurement and Methodological Advances,DT.13,RQ.1,"['DT.13', 'RQ.1']"
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,12,2025,National Survey Data <-> Intergenerational Wealth Mobility and Inheritance,DT.3,RQ.4,"['DT.3', 'RQ.4']"
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,12,2025,Decomposition / Structural Approaches <-> Intergenerational Wealth Mobility and Inheritance,M.6,RQ.4,"['M.6', 'RQ.4']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,12,2025,Absolute Mobility Measures <-> Linked Administrative Data,M.4,DT.6,"['M.4', 'DT.6']"
Measure,Rank‐based Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,10,2025,Rank‐based Measures <-> Measurement and Methodological Advances,M.2,RQ.1,"['M.2', 'RQ.1']"
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,10,2025,Panel/Longitudinal Surveys <-> Measurement and Methodological Advances,DT.1,RQ.1,"['DT.1', 'RQ.1']"
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,10,2025,No dataset <-> Intergenerational Wealth Mobility and Inheritance,DT.13,RQ.4,"['DT.13', 'RQ.4']"
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,10,2025,No dataset <-> Empirical Estimates and Determinants,DT.13,RQ.2,"['DT.13', 'RQ.2']"
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2021-2025,10,2025,Decomposition / Structural Approaches <-> Theoretical and Structural Models,M.6,RQ.7,"['M.6', 'RQ.7']"
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,10,2025,Decomposition / Structural Approaches <-> Empirical Estimates and Determinants,M.6,RQ.2,"['M.6', 'RQ.2']"
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,8,2025,Transition Matrix / Probability Measures <-> Panel/Longitudinal Surveys,M.3,DT.1,"['M.3', 'DT.1']"
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,8,2025,Transition Matrix / Probability Measures <-> Intergenerational Wealth Mobility and Inheritance,M.3,RQ.4,"['M.3', 'RQ.4']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2021-2025,8,2025,Regression‐based Measures <-> Theoretical and Structural Models,M.1,RQ.7,"['M.1', 'RQ.7']"
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,8,2025,Others_DataType <-> Empirical Estimates and Determinants,DT.14,RQ.2,"['DT.14', 'RQ.2']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,8,2025,Decomposition / Structural Approaches <-> Linked Administrative Data,M.6,DT.6,"['M.6', 'DT.6']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2021-2025,6,2025,Regression‐based Measures <-> Others_DataType,M.1,DT.14,"['M.1', 'DT.14']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Opportunity Atlas,2021-2025,6,2025,Regression‐based Measures <-> Opportunity Atlas,M.1,DT.4,"['M.1', 'DT.4']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2021-2025,6,2025,Regression‐based Measures <-> Natural/Experimental Data,M.1,DT.5,"['M.1', 'DT.5']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,6,2025,Rank‐based Measures <-> Panel/Longitudinal Surveys,M.2,DT.1,"['M.2', 'DT.1']"
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,6,2025,"Panel/Longitudinal Surveys <-> Demographic Differences in Mobility (Race, Gender, etc.)",DT.1,RQ.5,"['DT.1', 'RQ.5']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,6,2025,Others_Measure <-> Panel/Longitudinal Surveys,M.8,DT.1,"['M.8', 'DT.1']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,6,2025,Others_Measure <-> Empirical Estimates and Determinants,M.8,RQ.2,"['M.8', 'RQ.2']"
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,6,2025,"Linked Administrative Data <-> Policy, Institutional, and Geographic Impacts",DT.6,RQ.3,"['DT.6', 'RQ.3']"
RqType,Empirical Estimates and Determinants,CO_DATATYPE_RQTYPE,DataType,Big Data,2021-2025,6,2025,Empirical Estimates and Determinants <-> Big Data,RQ.2,DT.12,"['RQ.2', 'DT.12']"
Measure,Decomposition / Structural Approaches,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,6,2025,"Decomposition / Structural Approaches <-> Policy, Institutional, and Geographic Impacts",M.6,RQ.3,"['M.6', 'RQ.3']"
DataType,Archival/Historical Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,6,2025,Archival/Historical Data <-> Intergenerational Wealth Mobility and Inheritance,DT.11,RQ.4,"['DT.11', 'RQ.4']"
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,6,2025,"Administrative/Registry Data <-> Policy, Institutional, and Geographic Impacts",DT.2,RQ.3,"['DT.2', 'RQ.3']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,6,2025,Absolute Mobility Measures <-> Panel/Longitudinal Surveys,M.4,DT.1,"['M.4', 'DT.1']"
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Empirical Estimates and Determinants,2021-2025,4,2025,Transition Matrix / Probability Measures <-> Empirical Estimates and Determinants,M.3,RQ.2,"['M.3', 'RQ.2']"
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,4,2025,"Transition Matrix / Probability Measures <-> Demographic Differences in Mobility (Race, Gender, etc.)",M.3,RQ.5,"['M.3', 'RQ.5']"
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2021-2025,4,2025,Transition Matrix / Probability Measures <-> Administrative/Registry Data,M.3,DT.2,"['M.3', 'DT.2']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,International Panel Data,2021-2025,4,2025,Regression‐based Measures <-> International Panel Data,M.1,DT.7,"['M.1', 'DT.7']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Archival/Historical Data,2021-2025,4,2025,Regression‐based Measures <-> Archival/Historical Data,M.1,DT.11,"['M.1', 'DT.11']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,4,2025,Rank‐based Measures <-> No dataset,M.2,DT.13,"['M.2', 'DT.13']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2021-2025,4,2025,Rank‐based Measures <-> National Survey Data,M.2,DT.3,"['M.2', 'DT.3']"
Measure,Rank‐based Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,4,2025,"Rank‐based Measures <-> Demographic Differences in Mobility (Race, Gender, etc.)",M.2,RQ.5,"['M.2', 'RQ.5']"
RqType,"Policy, Institutional, and Geographic Impacts",CO_DATATYPE_RQTYPE,DataType,Natural/Experimental Data,2021-2025,4,2025,"Policy, Institutional, and Geographic Impacts <-> Natural/Experimental Data",RQ.3,DT.5,"['RQ.3', 'DT.5']"
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,4,2025,"Panel/Longitudinal Surveys <-> Policy, Institutional, and Geographic Impacts",DT.1,RQ.3,"['DT.1', 'RQ.3']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,4,2025,Others_Measure <-> No dataset,M.8,DT.13,"['M.8', 'DT.13']"
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,4,2025,"National Survey Data <-> Policy, Institutional, and Geographic Impacts",DT.3,RQ.3,"['DT.3', 'RQ.3']"
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Perceptions of Mobility and Attitudes,2021-2025,4,2025,National Survey Data <-> Perceptions of Mobility and Attitudes,DT.3,RQ.8,"['DT.3', 'RQ.8']"
RqType,Intergenerational Wealth Mobility and Inheritance,CO_DATATYPE_RQTYPE,DataType,Natural/Experimental Data,2021-2025,4,2025,Intergenerational Wealth Mobility and Inheritance <-> Natural/Experimental Data,RQ.4,DT.5,"['RQ.4', 'DT.5']"
RqType,Empirical Estimates and Determinants,CO_DATATYPE_RQTYPE,DataType,Opportunity Atlas,2021-2025,4,2025,Empirical Estimates and Determinants <-> Opportunity Atlas,RQ.2,DT.4,"['RQ.2', 'DT.4']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,National Survey Data,2021-2025,4,2025,Decomposition / Structural Approaches <-> National Survey Data,M.6,DT.3,"['M.6', 'DT.3']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2021-2025,4,2025,Decomposition / Structural Approaches <-> Administrative/Registry Data,M.6,DT.2,"['M.6', 'DT.2']"
DataType,Administrative/Registry Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,4,2025,Administrative/Registry Data <-> Measurement and Methodological Advances,DT.2,RQ.1,"['DT.2', 'RQ.1']"
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,4,2025,Absolute Mobility Measures <-> Intergenerational Wealth Mobility and Inheritance,M.4,RQ.4,"['M.4', 'RQ.4']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Big Data,2021-2025,4,2025,Absolute Mobility Measures <-> Big Data,M.4,DT.12,"['M.4', 'DT.12']"
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Opportunity Atlas,2021-2025,2,2025,Transition Matrix / Probability Measures <-> Opportunity Atlas,M.3,DT.4,"['M.3', 'DT.4']"
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,2,2025,Transition Matrix / Probability Measures <-> No dataset,M.3,DT.13,"['M.3', 'DT.13']"
Measure,Transition Matrix / Probability Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,2,2025,Transition Matrix / Probability Measures <-> Measurement and Methodological Advances,M.3,RQ.1,"['M.3', 'RQ.1']"
Measure,Transition Matrix / Probability Measures,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,2,2025,Transition Matrix / Probability Measures <-> Linked Administrative Data,M.3,DT.6,"['M.3', 'DT.6']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,Perceptions of Mobility and Attitudes,2021-2025,2,2025,Regression‐based Measures <-> Perceptions of Mobility and Attitudes,M.1,RQ.8,"['M.1', 'RQ.8']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,2025,"Regression‐based Measures <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",M.1,RQ.6,"['M.1', 'RQ.6']"
Measure,Regression‐based Measures,CO_RQTYPE_MEASURE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,2,2025,"Regression‐based Measures <-> Demographic Differences in Mobility (Race, Gender, etc.)",M.1,RQ.5,"['M.1', 'RQ.5']"
Measure,Regression‐based Measures,CO_MEASURE_DATATYPE,DataType,Big Data,2021-2025,2,2025,Regression‐based Measures <-> Big Data,M.1,DT.12,"['M.1', 'DT.12']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,University/Institution Data,2021-2025,2,2025,Rank‐based Measures <-> University/Institution Data,M.2,DT.9,"['M.2', 'DT.9']"
Measure,Rank‐based Measures,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,2,2025,"Rank‐based Measures <-> Policy, Institutional, and Geographic Impacts",M.2,RQ.3,"['M.2', 'RQ.3']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2021-2025,2,2025,Rank‐based Measures <-> Others_DataType,M.2,DT.14,"['M.2', 'DT.14']"
Measure,Rank‐based Measures,CO_MEASURE_DATATYPE,DataType,Opportunity Atlas,2021-2025,2,2025,Rank‐based Measures <-> Opportunity Atlas,M.2,DT.4,"['M.2', 'DT.4']"
Measure,Rank‐based Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,2025,"Rank‐based Measures <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",M.2,RQ.6,"['M.2', 'RQ.6']"
RqType,"Policy, Institutional, and Geographic Impacts",CO_DATATYPE_RQTYPE,DataType,Opportunity Atlas,2021-2025,2,2025,"Policy, Institutional, and Geographic Impacts <-> Opportunity Atlas",RQ.3,DT.4,"['RQ.3', 'DT.4']"
DataType,Panel/Longitudinal Surveys,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,2025,"Panel/Longitudinal Surveys <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",DT.1,RQ.6,"['DT.1', 'RQ.6']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Theoretical and Structural Models,2021-2025,2,2025,Others_Measure <-> Theoretical and Structural Models,M.8,RQ.7,"['M.8', 'RQ.7']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,2,2025,"Others_Measure <-> Policy, Institutional, and Geographic Impacts",M.8,RQ.3,"['M.8', 'RQ.3']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Perceptions of Mobility and Attitudes,2021-2025,2,2025,Others_Measure <-> Perceptions of Mobility and Attitudes,M.8,RQ.8,"['M.8', 'RQ.8']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Others_DataType,2021-2025,2,2025,Others_Measure <-> Others_DataType,M.8,DT.14,"['M.8', 'DT.14']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,National Survey Data,2021-2025,2,2025,Others_Measure <-> National Survey Data,M.8,DT.3,"['M.8', 'DT.3']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,2,2025,Others_Measure <-> Measurement and Methodological Advances,M.8,RQ.1,"['M.8', 'RQ.1']"
Measure,Others_Measure,CO_MEASURE_DATATYPE,DataType,Linked Administrative Data,2021-2025,2,2025,Others_Measure <-> Linked Administrative Data,M.8,DT.6,"['M.8', 'DT.6']"
Measure,Others_Measure,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,2,2025,Others_Measure <-> Intergenerational Wealth Mobility and Inheritance,M.8,RQ.4,"['M.8', 'RQ.4']"
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,2025,"Others_DataType <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",DT.14,RQ.6,"['DT.14', 'RQ.6']"
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,2,2025,Others_DataType <-> Measurement and Methodological Advances,DT.14,RQ.1,"['DT.14', 'RQ.1']"
DataType,Others_DataType,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,2,2025,Others_DataType <-> Intergenerational Wealth Mobility and Inheritance,DT.14,RQ.4,"['DT.14', 'RQ.4']"
Measure,Non‐parametric Approaches,CO_MEASURE_DATATYPE,DataType,No dataset,2021-2025,2,2025,Non‐parametric Approaches <-> No dataset,M.7,DT.13,"['M.7', 'DT.13']"
Measure,Non‐parametric Approaches,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,2,2025,Non‐parametric Approaches <-> Measurement and Methodological Advances,M.7,RQ.1,"['M.7', 'RQ.1']"
DataType,No dataset,CO_DATATYPE_RQTYPE,RqType,"Policy, Institutional, and Geographic Impacts",2021-2025,2,2025,"No dataset <-> Policy, Institutional, and Geographic Impacts",DT.13,RQ.3,"['DT.13', 'RQ.3']"
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,2,2025,National Survey Data <-> Measurement and Methodological Advances,DT.3,RQ.1,"['DT.3', 'RQ.1']"
DataType,National Survey Data,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,2,2025,"National Survey Data <-> Demographic Differences in Mobility (Race, Gender, etc.)",DT.3,RQ.5,"['DT.3', 'RQ.5']"
Measure,Multigenerational Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2021-2025,2,2025,Multigenerational Measures <-> Others_DataType,M.5,DT.14,"['M.5', 'DT.14']"
Measure,Multigenerational Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,2025,"Multigenerational Measures <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",M.5,RQ.6,"['M.5', 'RQ.6']"
Measure,Multigenerational Measures,CO_RQTYPE_MEASURE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,2,2025,Multigenerational Measures <-> Intergenerational Wealth Mobility and Inheritance,M.5,RQ.4,"['M.5', 'RQ.4']"
Measure,Multigenerational Measures,CO_MEASURE_DATATYPE,DataType,Archival/Historical Data,2021-2025,2,2025,Multigenerational Measures <-> Archival/Historical Data,M.5,DT.11,"['M.5', 'DT.11']"
RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",CO_DATATYPE_RQTYPE,DataType,Opportunity Atlas,2021-2025,2,2025,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.) <-> Opportunity Atlas",RQ.6,DT.4,"['RQ.6', 'DT.4']"
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,2025,"Linked Administrative Data <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",DT.6,RQ.6,"['DT.6', 'RQ.6']"
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,Measurement and Methodological Advances,2021-2025,2,2025,Linked Administrative Data <-> Measurement and Methodological Advances,DT.6,RQ.1,"['DT.6', 'RQ.1']"
DataType,Linked Administrative Data,CO_DATATYPE_RQTYPE,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",2021-2025,2,2025,"Linked Administrative Data <-> Demographic Differences in Mobility (Race, Gender, etc.)",DT.6,RQ.5,"['DT.6', 'RQ.5']"
DataType,International Panel Data,CO_DATATYPE_RQTYPE,RqType,Intergenerational Wealth Mobility and Inheritance,2021-2025,2,2025,International Panel Data <-> Intergenerational Wealth Mobility and Inheritance,DT.7,RQ.4,"['DT.7', 'RQ.4']"
DataType,International Panel Data,CO_DATATYPE_RQTYPE,RqType,Empirical Estimates and Determinants,2021-2025,2,2025,International Panel Data <-> Empirical Estimates and Determinants,DT.7,RQ.2,"['DT.7', 'RQ.2']"
RqType,Intergenerational Wealth Mobility and Inheritance,CO_DATATYPE_RQTYPE,DataType,University/Institution Data,2021-2025,2,2025,Intergenerational Wealth Mobility and Inheritance <-> University/Institution Data,RQ.4,DT.9,"['RQ.4', 'DT.9']"
RqType,Intergenerational Wealth Mobility and Inheritance,CO_DATATYPE_RQTYPE,DataType,Opportunity Atlas,2021-2025,2,2025,Intergenerational Wealth Mobility and Inheritance <-> Opportunity Atlas,RQ.4,DT.4,"['RQ.4', 'DT.4']"
RqType,Empirical Estimates and Determinants,CO_DATATYPE_RQTYPE,DataType,Natural/Experimental Data,2021-2025,2,2025,Empirical Estimates and Determinants <-> Natural/Experimental Data,RQ.2,DT.5,"['RQ.2', 'DT.5']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Panel/Longitudinal Surveys,2021-2025,2,2025,Decomposition / Structural Approaches <-> Panel/Longitudinal Surveys,M.6,DT.1,"['M.6', 'DT.1']"
Measure,Decomposition / Structural Approaches,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2021-2025,2,2025,Decomposition / Structural Approaches <-> Natural/Experimental Data,M.6,DT.5,"['M.6', 'DT.5']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Others_DataType,2021-2025,2,2025,Absolute Mobility Measures <-> Others_DataType,M.4,DT.14,"['M.4', 'DT.14']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Natural/Experimental Data,2021-2025,2,2025,Absolute Mobility Measures <-> Natural/Experimental Data,M.4,DT.5,"['M.4', 'DT.5']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,National Survey Data,2021-2025,2,2025,Absolute Mobility Measures <-> National Survey Data,M.4,DT.3,"['M.4', 'DT.3']"
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",2021-2025,2,2025,"Absolute Mobility Measures <-> Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",M.4,RQ.6,"['M.4', 'RQ.6']"
Measure,Absolute Mobility Measures,CO_RQTYPE_MEASURE,RqType,Measurement and Methodological Advances,2021-2025,2,2025,Absolute Mobility Measures <-> Measurement and Methodological Advances,M.4,RQ.1,"['M.4', 'RQ.1']"
Measure,Absolute Mobility Measures,CO_MEASURE_DATATYPE,DataType,Administrative/Registry Data,2021-2025,2,2025,Absolute Mobility Measures <-> Administrative/Registry Data,M.4,DT.2,"['M.4', 'DT.2']"
