m.name,n.name,year,paper_count,paper_ids
Linked Administrative Data,Empirical Estimates and Determinants,"[2002, 2003, 2006, 2008, 2013, 2014, 2015, 2019, 2020, 2021, 2022, 2023, 2024]",31,"[https://openalex.org/W2124465354, https://openalex.org/W2049773875, https://openalex.org/W3122728969, https://openalex.org/W3124527946, https://openalex.org/W2012592263, https://openalex.org/W2155246844, https://openalex.org/W2105584013, https://openalex.org/W2485689150, https://openalex.org/W1862838271, https://openalex.org/W1556385061, https://openalex.org/W3176921257, https://openalex.org/W3147268152, https://openalex.org/W3145594932, https://openalex.org/W3124992314, https://openalex.org/W3189747191, https://openalex.org/W3166017557, https://openalex.org/W3208235548, https://openalex.org/W3181973673, https://openalex.org/W4285249755, https://openalex.org/W4312204683, https://openalex.org/W4295122648, https://openalex.org/W4205731136, https://openalex.org/W4390066466, https://openalex.org/W4387195562, https://openalex.org/W4382807722, https://openalex.org/W4361000524, https://openalex.org/W4377002343, https://openalex.org/W4377834046, https://openalex.org/W4405654739, https://openalex.org/W3121518780, https://openalex.org/W4401327824]"
Linked Administrative Data,Measurement and Methodological Advances,"[2009, 2020, 2024]",3,"[https://openalex.org/W2009897266, https://openalex.org/W3027769937, https://openalex.org/W4393244952]"
Linked Administrative Data,"Policy, Institutional, and Geographic Impacts","[2013, 2018, 2019, 2020, 2024, 2025]",8,"[https://openalex.org/W2184450311, https://openalex.org/W2544001857, https://openalex.org/W3124550008, https://openalex.org/W2920476039, https://openalex.org/W3007051557, https://openalex.org/W4390693054, https://openalex.org/W4391772409, https://openalex.org/W4407463226]"
Linked Administrative Data,"Demographic Differences in Mobility (Race, Gender, etc.)","[2014, 2019, 2024]",3,"[https://openalex.org/W3124044027, https://openalex.org/W3123816425, https://openalex.org/W4402018025]"
Linked Administrative Data,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",[2021],1,[https://openalex.org/W3189916381]
Linked Administrative Data,Others_RqType,[2012],1,[https://openalex.org/W439017983]
National Survey Data,Absolute Mobility Measures,"[2016, 2020, 2023]",3,"[https://openalex.org/W2470832101, https://openalex.org/W3088079582, https://openalex.org/W3186457560]"
National Survey Data,Decomposition / Structural Approaches,"[2012, 2013, 2015, 2017, 2020, 2021]",8,"[https://openalex.org/W3125330545, https://openalex.org/W1748686498, https://openalex.org/W2375187415, https://openalex.org/W2134426017, https://openalex.org/W2663861583, https://openalex.org/W2921069773, https://openalex.org/W3208534945, https://openalex.org/W4312882163]"
National Survey Data,Regression‐based Measures,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",52,"[https://openalex.org/W2116568238, https://openalex.org/W1971213371, https://openalex.org/W2118931737, https://openalex.org/W1989526535, https://openalex.org/W2053034611, https://openalex.org/W2018079782, https://openalex.org/W2097343718, https://openalex.org/W1969197029, https://openalex.org/W2387291285, https://openalex.org/W2187204840, https://openalex.org/W1648451562, https://openalex.org/W3122884517, https://openalex.org/W3175158828, https://openalex.org/W2244928658, https://openalex.org/W4238048379, https://openalex.org/W2741490491, https://openalex.org/W1504875321, https://openalex.org/W1524458346, https://openalex.org/W1967097718, https://openalex.org/W2108734997, https://openalex.org/W1792190074, https://openalex.org/W2208317766, https://openalex.org/W1882444807, https://openalex.org/W2419212734, https://openalex.org/W2482682982, https://openalex.org/W2602849344, https://openalex.org/W2905819002, https://openalex.org/W3121626177, https://openalex.org/W4230700148, https://openalex.org/W2890591802, https://openalex.org/W2918831213, https://openalex.org/W3105823174, https://openalex.org/W2944091914, https://openalex.org/W2942948331, https://openalex.org/W2933369931, https://openalex.org/W2912277864, https://openalex.org/W2967279307, https://openalex.org/W3039606322, https://openalex.org/W3001385022, https://openalex.org/W4252952688, https://openalex.org/W3202722289, https://openalex.org/W3204672706, https://openalex.org/W4247667710, https://openalex.org/W3165956734, https://openalex.org/W3136260651, https://openalex.org/W4205552064, https://openalex.org/W4385782198, https://openalex.org/W4402923847, https://openalex.org/W4403660177, https://openalex.org/W3204735205, https://openalex.org/W4401067024, https://openalex.org/W4396530482]"
National Survey Data,Transition Matrix / Probability Measures,"[2001, 2006, 2008, 2010, 2013, 2020]",7,"[https://openalex.org/W2017256370, https://openalex.org/W2099874214, https://openalex.org/W37448061, https://openalex.org/W2353503414, https://openalex.org/W2619151633, https://openalex.org/W2159953986, https://openalex.org/W3198616739]"
National Survey Data,Others_Measure,"[2013, 2018, 2019, 2022]",4,"[https://openalex.org/W2123210148, https://openalex.org/W2890540479, https://openalex.org/W3049173530, https://openalex.org/W4213429281]"
National Survey Data,Multigenerational Measures,[2001],1,[https://openalex.org/W3123290206]
National Survey Data,Rank‐based Measures,"[2019, 2023, 2025]",3,"[https://openalex.org/W2955018254, https://openalex.org/W4322624816, https://openalex.org/W4406632693]"
National Survey Data,Intergenerational Wealth Mobility and Inheritance,"[2001, 2007, 2008, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2024]",31,"[https://openalex.org/W2017256370, https://openalex.org/W3123290206, https://openalex.org/W1989526535, https://openalex.org/W2053034611, https://openalex.org/W37448061, https://openalex.org/W1969197029, https://openalex.org/W2353503414, https://openalex.org/W2187204840, https://openalex.org/W3122884517, https://openalex.org/W2244928658, https://openalex.org/W4238048379, https://openalex.org/W2619151633, https://openalex.org/W1504875321, https://openalex.org/W1524458346, https://openalex.org/W1967097718, https://openalex.org/W2208317766, https://openalex.org/W2663861583, https://openalex.org/W2905819002, https://openalex.org/W3121626177, https://openalex.org/W2890591802, https://openalex.org/W2942948331, https://openalex.org/W2912277864, https://openalex.org/W3198616739, https://openalex.org/W3039606322, https://openalex.org/W3001385022, https://openalex.org/W4252952688, https://openalex.org/W3204672706, https://openalex.org/W4247667710, https://openalex.org/W3208534945, https://openalex.org/W4402923847, https://openalex.org/W4396530482]"
National Survey Data,Empirical Estimates and Determinants,"[2005, 2006, 2007, 2008, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",33,"[https://openalex.org/W2116568238, https://openalex.org/W1971213371, https://openalex.org/W2099874214, https://openalex.org/W2118931737, https://openalex.org/W2018079782, https://openalex.org/W2097343718, https://openalex.org/W2387291285, https://openalex.org/W1648451562, https://openalex.org/W3175158828, https://openalex.org/W2123210148, https://openalex.org/W1748686498, https://openalex.org/W2108734997, https://openalex.org/W2375187415, https://openalex.org/W1792190074, https://openalex.org/W1882444807, https://openalex.org/W2470832101, https://openalex.org/W2419212734, https://openalex.org/W2482682982, https://openalex.org/W2602849344, https://openalex.org/W4230700148, https://openalex.org/W2918831213, https://openalex.org/W3105823174, https://openalex.org/W3049173530, https://openalex.org/W2944091914, https://openalex.org/W2967279307, https://openalex.org/W2921069773, https://openalex.org/W3165956734, https://openalex.org/W3136260651, https://openalex.org/W4205552064, https://openalex.org/W4385782198, https://openalex.org/W3186457560, https://openalex.org/W3204735205, https://openalex.org/W4406632693]"
National Survey Data,Measurement and Methodological Advances,[2023],1,[https://openalex.org/W4322624816]
National Survey Data,"Policy, Institutional, and Geographic Impacts","[2013, 2021, 2024]",3,"[https://openalex.org/W2741490491, https://openalex.org/W4312882163, https://openalex.org/W4401067024]"
National Survey Data,"Demographic Differences in Mobility (Race, Gender, etc.)","[2013, 2021]",2,"[https://openalex.org/W2159953986, https://openalex.org/W3202722289]"
National Survey Data,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",[2019],1,[https://openalex.org/W2933369931]
National Survey Data,Perceptions of Mobility and Attitudes,"[2012, 2015, 2018, 2019, 2020, 2022, 2024]",7,"[https://openalex.org/W3125330545, https://openalex.org/W2134426017, https://openalex.org/W2890540479, https://openalex.org/W2955018254, https://openalex.org/W3088079582, https://openalex.org/W4213429281, https://openalex.org/W4403660177]"
International Panel Data,Regression‐based Measures,"[2009, 2011, 2013, 2014, 2015, 2016, 2018, 2019, 2023, 2024]",13,"[https://openalex.org/W1763036350, https://openalex.org/W2034417760, https://openalex.org/W1896704912, https://openalex.org/W2123253365, https://openalex.org/W2122216841, https://openalex.org/W2208157789, https://openalex.org/W1983053572, https://openalex.org/W2025903092, https://openalex.org/W2291516288, https://openalex.org/W2902789768, https://openalex.org/W2921237584, https://openalex.org/W4366085258, https://openalex.org/W4402066912]"
International Panel Data,Rank‐based Measures,[2020],1,[https://openalex.org/W3039577330]
International Panel Data,Intergenerational Wealth Mobility and Inheritance,"[2009, 2011, 2013, 2023]",4,"[https://openalex.org/W2034417760, https://openalex.org/W1896704912, https://openalex.org/W2123253365, https://openalex.org/W4366085258]"
International Panel Data,Theoretical and Structural Models,[2015],1,[https://openalex.org/W2025903092]
International Panel Data,Empirical Estimates and Determinants,"[2009, 2013, 2016, 2018, 2019, 2024]",7,"[https://openalex.org/W1763036350, https://openalex.org/W2122216841, https://openalex.org/W2208157789, https://openalex.org/W2291516288, https://openalex.org/W2902789768, https://openalex.org/W2921237584, https://openalex.org/W4402066912]"
International Panel Data,Measurement and Methodological Advances,[2020],1,[https://openalex.org/W3039577330]
International Panel Data,"Policy, Institutional, and Geographic Impacts",[2014],1,[https://openalex.org/W1983053572]
Intergenerational Wealth Mobility and Inheritance,Archival/Historical Data,"[1976, 2004, 2006, 2008, 2011, 2014, 2016, 2017, 2018, 2019, 2020, 2024]",17,"[https://openalex.org/W2004570201, https://openalex.org/W2986629221, https://openalex.org/W2056823769, https://openalex.org/W2039841106, https://openalex.org/W2186374397, https://openalex.org/W2184044297, https://openalex.org/W2003514985, https://openalex.org/W2565185528, https://openalex.org/W3122167690, https://openalex.org/W2761614070, https://openalex.org/W2807800750, https://openalex.org/W2789684694, https://openalex.org/W2922684064, https://openalex.org/W3123195152, https://openalex.org/W4403898265, https://openalex.org/W4390870445, https://openalex.org/W4401171797]"
Intergenerational Wealth Mobility and Inheritance,No dataset,"[1995, 1996, 1998, 2003, 2004, 2005, 2007, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2021, 2022, 2024]",29,"[https://openalex.org/W2008560119, https://openalex.org/W2051645598, https://openalex.org/W3123505781, https://openalex.org/W115198923, https://openalex.org/W8680042, https://openalex.org/W1545014524, https://openalex.org/W2188355739, https://openalex.org/W3124279434, https://openalex.org/W1993125614, https://openalex.org/W1993705293, https://openalex.org/W59453117, https://openalex.org/W2055372720, https://openalex.org/W3124226182, https://openalex.org/W1583265181, https://openalex.org/W3125318571, https://openalex.org/W4230356224, https://openalex.org/W2589434942, https://openalex.org/W2908577399, https://openalex.org/W3125856458, https://openalex.org/W3125406097, https://openalex.org/W3125052842, https://openalex.org/W3008379420, https://openalex.org/W2913916335, https://openalex.org/W2980728415, https://openalex.org/W4200297537, https://openalex.org/W4293041566, https://openalex.org/W4293190917, https://openalex.org/W2332279578, https://openalex.org/W3168728451]"
Intergenerational Wealth Mobility and Inheritance,Administrative/Registry Data,"[1979, 1981, 1998, 2000, 2007, 2009, 2011, 2013, 2014, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",32,"[https://openalex.org/W1974242925, https://openalex.org/W267019868, https://openalex.org/W1581391655, https://openalex.org/W2037428382, https://openalex.org/W2403977165, https://openalex.org/W2042572864, https://openalex.org/W2079691849, https://openalex.org/W2310208630, https://openalex.org/W1984800654, https://openalex.org/W2182749524, https://openalex.org/W2003050456, https://openalex.org/W3124358677, https://openalex.org/W3124621746, https://openalex.org/W3025499686, https://openalex.org/W3123638740, https://openalex.org/W2943104001, https://openalex.org/W2963918180, https://openalex.org/W2966414435, https://openalex.org/W2965558093, https://openalex.org/W4285483025, https://openalex.org/W3211027916, https://openalex.org/W3214804213, https://openalex.org/W3181553951, https://openalex.org/W3182550406, https://openalex.org/W3184422859, https://openalex.org/W3120292600, https://openalex.org/W4293801681, https://openalex.org/W4281690951, https://openalex.org/W4385494974, https://openalex.org/W4367052625, https://openalex.org/W4401845594, https://openalex.org/W4394017071]"
Intergenerational Wealth Mobility and Inheritance,Others_DataType,"[1986, 2007, 2013, 2016, 2019, 2020, 2023]",8,"[https://openalex.org/W1502476793, https://openalex.org/W2146082360, https://openalex.org/W2134725625, https://openalex.org/W2473722593, https://openalex.org/W2936910510, https://openalex.org/W2773358030, https://openalex.org/W3000604125, https://openalex.org/W4361214653]"
Intergenerational Wealth Mobility and Inheritance,Panel/Longitudinal Surveys,"[1996, 2002, 2004, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",69,"[https://openalex.org/W4205561583, https://openalex.org/W2082418718, https://openalex.org/W2009705015, https://openalex.org/W146920992, https://openalex.org/W2158055684, https://openalex.org/W1525853258, https://openalex.org/W1521709394, https://openalex.org/W2096204191, https://openalex.org/W1978270348, https://openalex.org/W2079089263, https://openalex.org/W2131012252, https://openalex.org/W2125337016, https://openalex.org/W2028289362, https://openalex.org/W1577807578, https://openalex.org/W3122768301, https://openalex.org/W2806349642, https://openalex.org/W4206194690, https://openalex.org/W3125844548, https://openalex.org/W2133143546, https://openalex.org/W2181742113, https://openalex.org/W2171543589, https://openalex.org/W2351966756, https://openalex.org/W2262410031, https://openalex.org/W191471880, https://openalex.org/W2133321662, https://openalex.org/W2364400020, https://openalex.org/W167868874, https://openalex.org/W1842793959, https://openalex.org/W2322954441, https://openalex.org/W2027209063, https://openalex.org/W765699370, https://openalex.org/W1998586807, https://openalex.org/W2011405670, https://openalex.org/W2122845532, https://openalex.org/W2376609871, https://openalex.org/W1947133949, https://openalex.org/W1896316165, https://openalex.org/W2598091349, https://openalex.org/W2508091509, https://openalex.org/W2556000214, https://openalex.org/W2773177589, https://openalex.org/W2595264819, https://openalex.org/W2716435981, https://openalex.org/W2588161629, https://openalex.org/W2580182246, https://openalex.org/W2772867153, https://openalex.org/W3190102834, https://openalex.org/W2943543771, https://openalex.org/W2924600205, https://openalex.org/W2921143263, https://openalex.org/W2972798438, https://openalex.org/W3185155858, https://openalex.org/W3043938586, https://openalex.org/W3080387614, https://openalex.org/W3113905449, https://openalex.org/W3025676006, https://openalex.org/W3143516863, https://openalex.org/W3128702014, https://openalex.org/W3163537223, https://openalex.org/W3121144081, https://openalex.org/W4295766715, https://openalex.org/W4386929517, https://openalex.org/W4390145267, https://openalex.org/W4381889820, https://openalex.org/W4327519823, https://openalex.org/W4362611983, https://openalex.org/W4404002973, https://openalex.org/W4391308576, https://openalex.org/W4392865012]"
Intergenerational Wealth Mobility and Inheritance,Linked Administrative Data,"[1998, 1999, 2006, 2007, 2008, 2010, 2011, 2012, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",40,"[https://openalex.org/W1559271355, https://openalex.org/W3121694509, https://openalex.org/W1737762879, https://openalex.org/W2133450989, https://openalex.org/W3207400243, https://openalex.org/W2028148226, https://openalex.org/W2009549340, https://openalex.org/W2038719374, https://openalex.org/W4230711751, https://openalex.org/W2184544484, https://openalex.org/W2216308767, https://openalex.org/W2094244093, https://openalex.org/W3125112178, https://openalex.org/W2056728055, https://openalex.org/W3121421182, https://openalex.org/W1770740881, https://openalex.org/W3126032812, https://openalex.org/W2298141770, https://openalex.org/W2495276003, https://openalex.org/W2564827629, https://openalex.org/W2767134817, https://openalex.org/W2512952691, https://openalex.org/W2613688294, https://openalex.org/W2940947093, https://openalex.org/W3037216812, https://openalex.org/W4252745096, https://openalex.org/W3216509343, https://openalex.org/W3169577729, https://openalex.org/W4312651175, https://openalex.org/W3207067564, https://openalex.org/W4385213642, https://openalex.org/W4388938469, https://openalex.org/W4387172619, https://openalex.org/W4381666160, https://openalex.org/W4364368805, https://openalex.org/W4381660505, https://openalex.org/W4405920878, https://openalex.org/W4390920600, https://openalex.org/W4392341912, https://openalex.org/W4394797139]"
Intergenerational Wealth Mobility and Inheritance,National Survey Data,"[2001, 2007, 2008, 2010, 2011, 2012, 2013, 2014, 2015, 2017, 2018, 2019, 2020, 2021, 2024]",31,"[https://openalex.org/W2017256370, https://openalex.org/W3123290206, https://openalex.org/W1989526535, https://openalex.org/W2053034611, https://openalex.org/W37448061, https://openalex.org/W1969197029, https://openalex.org/W2353503414, https://openalex.org/W2187204840, https://openalex.org/W3122884517, https://openalex.org/W2244928658, https://openalex.org/W4238048379, https://openalex.org/W2619151633, https://openalex.org/W1504875321, https://openalex.org/W1524458346, https://openalex.org/W1967097718, https://openalex.org/W2208317766, https://openalex.org/W2663861583, https://openalex.org/W2905819002, https://openalex.org/W3121626177, https://openalex.org/W2890591802, https://openalex.org/W2942948331, https://openalex.org/W2912277864, https://openalex.org/W3198616739, https://openalex.org/W3039606322, https://openalex.org/W3001385022, https://openalex.org/W4252952688, https://openalex.org/W3204672706, https://openalex.org/W4247667710, https://openalex.org/W3208534945, https://openalex.org/W4402923847, https://openalex.org/W4396530482]"
Intergenerational Wealth Mobility and Inheritance,International Panel Data,"[2009, 2011, 2013, 2023]",4,"[https://openalex.org/W2034417760, https://openalex.org/W1896704912, https://openalex.org/W2123253365, https://openalex.org/W4366085258]"
Intergenerational Wealth Mobility and Inheritance,Pseudo-Panel/Household Budget Survey,[2014],1,[https://openalex.org/W1912659445]
Intergenerational Wealth Mobility and Inheritance,Opportunity Atlas,[2021],1,[https://openalex.org/W3150419855]
Intergenerational Wealth Mobility and Inheritance,Natural/Experimental Data,"[2021, 2022]",2,"[https://openalex.org/W3201233520, https://openalex.org/W4226345407]"
Intergenerational Wealth Mobility and Inheritance,University/Institution Data,[2022],1,[https://openalex.org/W4285199241]
Intergenerational Wealth Mobility and Inheritance,Absolute Mobility Measures,"[1976, 1986, 2004, 2008, 2010, 2012, 2014, 2017, 2018, 2019, 2021]",12,"[https://openalex.org/W2004570201, https://openalex.org/W1502476793, https://openalex.org/W2986629221, https://openalex.org/W2096204191, https://openalex.org/W1993705293, https://openalex.org/W2181742113, https://openalex.org/W2003050456, https://openalex.org/W2564827629, https://openalex.org/W3190102834, https://openalex.org/W2965558093, https://openalex.org/W3201233520, https://openalex.org/W3121144081]"
Intergenerational Wealth Mobility and Inheritance,Decomposition / Structural Approaches,"[1981, 1996, 2003, 2006, 2009, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2024]",25,"[https://openalex.org/W267019868, https://openalex.org/W2051645598, https://openalex.org/W115198923, https://openalex.org/W2158055684, https://openalex.org/W3124279434, https://openalex.org/W1583265181, https://openalex.org/W4230356224, https://openalex.org/W2556000214, https://openalex.org/W3125856458, https://openalex.org/W3125406097, https://openalex.org/W2663861583, https://openalex.org/W3025499686, https://openalex.org/W2913916335, https://openalex.org/W2972798438, https://openalex.org/W3185155858, https://openalex.org/W3037216812, https://openalex.org/W3080387614, https://openalex.org/W3000604125, https://openalex.org/W3025676006, https://openalex.org/W3208534945, https://openalex.org/W3182550406, https://openalex.org/W4293041566, https://openalex.org/W4293190917, https://openalex.org/W3168728451, https://openalex.org/W4392341912]"
Intergenerational Wealth Mobility and Inheritance,Regression‐based Measures,"[1979, 1998, 1999, 2000, 2002, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]",145,"[https://openalex.org/W1974242925, https://openalex.org/W3123505781, https://openalex.org/W1559271355, https://openalex.org/W3121694509, https://openalex.org/W2037428382, https://openalex.org/W2082418718, https://openalex.org/W146920992, https://openalex.org/W1545014524, https://openalex.org/W2056823769, https://openalex.org/W1737762879, https://openalex.org/W2133450989, https://openalex.org/W2403977165, https://openalex.org/W2146082360, https://openalex.org/W3207400243, https://openalex.org/W1525853258, https://openalex.org/W2028148226, https://openalex.org/W1989526535, https://openalex.org/W2053034611, https://openalex.org/W2009549340, https://openalex.org/W1978270348, https://openalex.org/W2079089263, https://openalex.org/W2131012252, https://openalex.org/W2125337016, https://openalex.org/W2042572864, https://openalex.org/W1993125614, https://openalex.org/W2034417760, https://openalex.org/W1969197029, https://openalex.org/W2038719374, https://openalex.org/W2028289362, https://openalex.org/W1577807578, https://openalex.org/W3122768301, https://openalex.org/W2806349642, https://openalex.org/W59453117, https://openalex.org/W4206194690, https://openalex.org/W2184544484, https://openalex.org/W3125844548, https://openalex.org/W2310208630, https://openalex.org/W1896704912, https://openalex.org/W2216308767, https://openalex.org/W2187204840, https://openalex.org/W2094244093, https://openalex.org/W2133143546, https://openalex.org/W2055372720, https://openalex.org/W2171543589, https://openalex.org/W3125112178, https://openalex.org/W2351966756, https://openalex.org/W2262410031, https://openalex.org/W3122884517, https://openalex.org/W191471880, https://openalex.org/W2244928658, https://openalex.org/W2123253365, https://openalex.org/W4238048379, https://openalex.org/W2133321662, https://openalex.org/W2364400020, https://openalex.org/W167868874, https://openalex.org/W3124226182, https://openalex.org/W1842793959, https://openalex.org/W2184044297, https://openalex.org/W2027209063, https://openalex.org/W1504875321, https://openalex.org/W1524458346, https://openalex.org/W1912659445, https://openalex.org/W1967097718, https://openalex.org/W1998586807, https://openalex.org/W2003514985, https://openalex.org/W2056728055, https://openalex.org/W2011405670, https://openalex.org/W2376609871, https://openalex.org/W3121421182, https://openalex.org/W1770740881, https://openalex.org/W2208317766, https://openalex.org/W1947133949, https://openalex.org/W1896316165, https://openalex.org/W2598091349, https://openalex.org/W2908577399, https://openalex.org/W3126032812, https://openalex.org/W3124621746, https://openalex.org/W2298141770, https://openalex.org/W2473722593, https://openalex.org/W2495276003, https://openalex.org/W3122167690, https://openalex.org/W2773177589, https://openalex.org/W2761614070, https://openalex.org/W2716435981, https://openalex.org/W2588161629, https://openalex.org/W2580182246, https://openalex.org/W2772867153, https://openalex.org/W2767134817, https://openalex.org/W2905819002, https://openalex.org/W3121626177, https://openalex.org/W2613688294, https://openalex.org/W2807800750, https://openalex.org/W2789684694, https://openalex.org/W2890591802, https://openalex.org/W3123638740, https://openalex.org/W2943543771, https://openalex.org/W2943104001, https://openalex.org/W2942948331, https://openalex.org/W2940947093, https://openalex.org/W2936910510, https://openalex.org/W2922684064, https://openalex.org/W2963918180, https://openalex.org/W2912277864, https://openalex.org/W2921143263, https://openalex.org/W2980728415, https://openalex.org/W4285483025, https://openalex.org/W3039606322, https://openalex.org/W3043938586, https://openalex.org/W3113905449, https://openalex.org/W3001385022, https://openalex.org/W3123195152, https://openalex.org/W4252952688, https://openalex.org/W3143516863, https://openalex.org/W3204672706, https://openalex.org/W4252745096, https://openalex.org/W3216509343, https://openalex.org/W4247667710, https://openalex.org/W3150419855, https://openalex.org/W3163537223, https://openalex.org/W3181553951, https://openalex.org/W3120292600, https://openalex.org/W4293801681, https://openalex.org/W4312651175, https://openalex.org/W4295766715, https://openalex.org/W4226345407, https://openalex.org/W4281690951, https://openalex.org/W4385494974, https://openalex.org/W4390145267, https://openalex.org/W4381889820, https://openalex.org/W4387172619, https://openalex.org/W4381666160, https://openalex.org/W4327519823, https://openalex.org/W4361214653, https://openalex.org/W4364368805, https://openalex.org/W4366085258, https://openalex.org/W4381660505, https://openalex.org/W4402923847, https://openalex.org/W4404002973, https://openalex.org/W4403898265, https://openalex.org/W4390920600, https://openalex.org/W4401171797, https://openalex.org/W4391308576, https://openalex.org/W4392865012, https://openalex.org/W4394797139, https://openalex.org/W4396530482]"
Intergenerational Wealth Mobility and Inheritance,Transition Matrix / Probability Measures,"[1995, 1996, 1998, 2001, 2007, 2008, 2010, 2011, 2013, 2014, 2016, 2019, 2020, 2021, 2023, 2024]",19,"[https://openalex.org/W2008560119, https://openalex.org/W4205561583, https://openalex.org/W1581391655, https://openalex.org/W2017256370, https://openalex.org/W1521709394, https://openalex.org/W37448061, https://openalex.org/W2353503414, https://openalex.org/W4230711751, https://openalex.org/W2619151633, https://openalex.org/W1984800654, https://openalex.org/W2322954441, https://openalex.org/W2589434942, https://openalex.org/W2508091509, https://openalex.org/W2924600205, https://openalex.org/W3198616739, https://openalex.org/W3214804213, https://openalex.org/W4388938469, https://openalex.org/W4362611983, https://openalex.org/W2332279578]"
Intergenerational Wealth Mobility and Inheritance,Others_Measure,"[2004, 2007, 2009, 2013, 2015, 2018, 2019, 2021]",8,"[https://openalex.org/W8680042, https://openalex.org/W2188355739, https://openalex.org/W2079691849, https://openalex.org/W2134725625, https://openalex.org/W3125318571, https://openalex.org/W3008379420, https://openalex.org/W2966414435, https://openalex.org/W3128702014]"
Intergenerational Wealth Mobility and Inheritance,Multigenerational Measures,"[2001, 2008, 2011, 2014, 2016, 2024]",6,"[https://openalex.org/W3123290206, https://openalex.org/W2039841106, https://openalex.org/W2186374397, https://openalex.org/W2122845532, https://openalex.org/W2565185528, https://openalex.org/W4390870445]"
Intergenerational Wealth Mobility and Inheritance,Non‐parametric Approaches,"[2002, 2014, 2017, 2020]",6,"[https://openalex.org/W2009705015, https://openalex.org/W2182749524, https://openalex.org/W765699370, https://openalex.org/W3125052842, https://openalex.org/W2595264819, https://openalex.org/W2773358030]"
Intergenerational Wealth Mobility and Inheritance,Rank‐based Measures,"[2016, 2018, 2021, 2022, 2023, 2024]",14,"[https://openalex.org/W3124358677, https://openalex.org/W2512952691, https://openalex.org/W3211027916, https://openalex.org/W4200297537, https://openalex.org/W3169577729, https://openalex.org/W3184422859, https://openalex.org/W4285199241, https://openalex.org/W3207067564, https://openalex.org/W4386929517, https://openalex.org/W4385213642, https://openalex.org/W4367052625, https://openalex.org/W4401845594, https://openalex.org/W4405920878, https://openalex.org/W4394017071]"
Theoretical and Structural Models,No dataset,"[1979, 1995, 1997, 2000, 2005, 2007, 2010, 2012, 2013, 2015, 2018, 2019, 2020, 2021, 2022, 2024]",35,"[https://openalex.org/W1997361840, https://openalex.org/W2022256544, https://openalex.org/W3124481018, https://openalex.org/W2078842385, https://openalex.org/W2144050291, https://openalex.org/W2258354779, https://openalex.org/W85222481, https://openalex.org/W4300073440, https://openalex.org/W2170708007, https://openalex.org/W1724441452, https://openalex.org/W3125905928, https://openalex.org/W70509848, https://openalex.org/W2587720673, https://openalex.org/W2198347083, https://openalex.org/W2018386129, https://openalex.org/W2261420935, https://openalex.org/W2767739989, https://openalex.org/W1969182931, https://openalex.org/W4252430879, https://openalex.org/W2804095451, https://openalex.org/W3183234565, https://openalex.org/W2971359031, https://openalex.org/W3202153609, https://openalex.org/W3044383046, https://openalex.org/W3021741550, https://openalex.org/W3127732452, https://openalex.org/W4289824063, https://openalex.org/W4214604726, https://openalex.org/W4212975927, https://openalex.org/W3170592684, https://openalex.org/W3210465688, https://openalex.org/W4220732045, https://openalex.org/W4280580662, https://openalex.org/W4212888016, https://openalex.org/W4395463994]"
Theoretical and Structural Models,Linked Administrative Data,[2018],1,[https://openalex.org/W4241858005]
Theoretical and Structural Models,International Panel Data,[2015],1,[https://openalex.org/W2025903092]
Theoretical and Structural Models,Decomposition / Structural Approaches,"[1979, 1995, 2000, 2005, 2007, 2010, 2013, 2015, 2018, 2019, 2020, 2021, 2022]",21,"[https://openalex.org/W1997361840, https://openalex.org/W2022256544, https://openalex.org/W3124481018, https://openalex.org/W2144050291, https://openalex.org/W2258354779, https://openalex.org/W85222481, https://openalex.org/W4300073440, https://openalex.org/W2170708007, https://openalex.org/W2587720673, https://openalex.org/W2198347083, https://openalex.org/W2261420935, https://openalex.org/W1969182931, https://openalex.org/W2804095451, https://openalex.org/W2971359031, https://openalex.org/W3044383046, https://openalex.org/W3021741550, https://openalex.org/W3127732452, https://openalex.org/W4289824063, https://openalex.org/W3170592684, https://openalex.org/W3210465688, https://openalex.org/W4220732045]"
