year_val,from_type,from_val,to_type,to_val,source,weight
2021,DataType,Administrative/Registry Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,6
2021,Measure,Regression‐based Measures,DataType,National Survey Data,within,6
2021,Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,5
2021,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,within,5
2021,DataType,Administrative/Registry Data,Measure,Rank‐based Measures,within,4
2021,Measure,Rank‐based Measures,DataType,Administrative/Registry Data,within,4
2021,Measure,Regression‐based Measures,DataType,Linked Administrative Data,within,4
2021,DataType,National Survey Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,4
2021,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,within,4
2021,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,National Survey Data,within,4
2021,DataType,Linked Administrative Data,Measure,Regression‐based Measures,within,4
2021,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,within,4
2021,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,within,3
2021,Measure,Regression‐based Measures,DataType,Administrative/Registry Data,within,3
2021,DataType,Administrative/Registry Data,Measure,Regression‐based Measures,within,3
2021,DataType,No dataset,RqType,Empirical Estimates and Determinants,within,3
2021,DataType,Opportunity Atlas,Measure,Regression‐based Measures,within,3
2021,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Regression‐based Measures,within,3
2021,RqType,Empirical Estimates and Determinants,DataType,No dataset,within,3
2021,Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,within,3
2021,DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,within,3
2021,DataType,National Survey Data,Measure,Decomposition / Structural Approaches,within,3
2021,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,within,3
2021,DataType,Linked Administrative Data,Measure,Absolute Mobility Measures,within,3
2021,RqType,Empirical Estimates and Determinants,Measure,Absolute Mobility Measures,within,3
2021,Measure,Absolute Mobility Measures,DataType,Linked Administrative Data,within,3
2021,RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,within,3
2021,Measure,Regression‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",within,3
2021,Measure,Regression‐based Measures,DataType,Opportunity Atlas,within,3
2021,Measure,Decomposition / Structural Approaches,DataType,National Survey Data,within,3
2021,DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,3
2021,Measure,Decomposition / Structural Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,within,3
2021,Measure,Regression‐based Measures,DataType,No dataset,within,2
2021,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,within,2
2021,Measure,Absolute Mobility Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2021,DataType,Panel/Longitudinal Surveys,Measure,Transition Matrix / Probability Measures,within,2
2021,Measure,Decomposition / Structural Approaches,DataType,Administrative/Registry Data,within,2
2021,RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,within,2
2021,DataType,No dataset,Measure,Regression‐based Measures,within,2
2021,DataType,Administrative/Registry Data,RqType,Empirical Estimates and Determinants,within,2
2021,Measure,Transition Matrix / Probability Measures,DataType,Panel/Longitudinal Surveys,within,2
2021,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Panel/Longitudinal Surveys,within,2
2021,RqType,Empirical Estimates and Determinants,DataType,National Survey Data,within,2
2021,DataType,Administrative/Registry Data,Measure,Decomposition / Structural Approaches,within,2
2021,DataType,Panel/Longitudinal Surveys,RqType,"Policy, Institutional, and Geographic Impacts",within,2
2021,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Absolute Mobility Measures,within,2
2021,DataType,Natural/Experimental Data,Measure,Absolute Mobility Measures,within,1
2021,DataType,Panel/Longitudinal Surveys,Measure,Absolute Mobility Measures,within,1
2021,Measure,Regression‐based Measures,Measure,Absolute Mobility Measures,within,1
2021,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",DataType,Linked Administrative Data,within,1
2021,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,within,1
2021,DataType,Opportunity Atlas,RqType,Empirical Estimates and Determinants,within,1
2021,Measure,Decomposition / Structural Approaches,RqType,Empirical Estimates and Determinants,within,1
2021,DataType,Others_DataType,RqType,Empirical Estimates and Determinants,within,1
2021,Measure,Others_Measure,RqType,Empirical Estimates and Determinants,within,1
2021,Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,within,1
2021,Measure,Rank‐based Measures,DataType,Linked Administrative Data,within,1
2021,Measure,Multigenerational Measures,DataType,Linked Administrative Data,within,1
2021,DataType,Natural/Experimental Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2021,Measure,Others_Measure,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2021,DataType,Opportunity Atlas,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2021,Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2021,DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,within,1
2021,Measure,Others_Measure,Measure,Rank‐based Measures,within,1
2021,DataType,Linked Administrative Data,Measure,Rank‐based Measures,within,1
2021,RqType,Measurement and Methodological Advances,Measure,Rank‐based Measures,within,1
2021,Measure,Decomposition / Structural Approaches,Measure,Rank‐based Measures,within,1
2021,DataType,No dataset,Measure,Rank‐based Measures,within,1
2021,RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,within,1
2021,DataType,Linked Administrative Data,Measure,Multigenerational Measures,within,1
2021,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Multigenerational Measures,within,1
2021,Measure,Regression‐based Measures,Measure,Multigenerational Measures,within,1
2021,Measure,Others_Measure,DataType,No dataset,within,1
2021,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,within,1
2021,Measure,Rank‐based Measures,DataType,No dataset,within,1
2021,DataType,No dataset,Measure,Non‐parametric Approaches,within,1
2021,RqType,Measurement and Methodological Advances,Measure,Non‐parametric Approaches,within,1
2021,Measure,Transition Matrix / Probability Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2021,DataType,Panel/Longitudinal Surveys,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2021,Measure,Regression‐based Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2021,DataType,National Survey Data,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2021,Measure,Decomposition / Structural Approaches,Measure,Regression‐based Measures,within,1
2021,DataType,Others_DataType,Measure,Regression‐based Measures,within,1
2021,Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,within,1
2021,RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,within,1
2021,Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,within,1
2021,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,within,1
2021,Measure,Multigenerational Measures,Measure,Regression‐based Measures,within,1
2021,RqType,Theoretical and Structural Models,DataType,No dataset,within,1
2021,Measure,Decomposition / Structural Approaches,DataType,No dataset,within,1
2021,RqType,Measurement and Methodological Advances,DataType,No dataset,within,1
2021,Measure,Non‐parametric Approaches,DataType,No dataset,within,1
2021,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Transition Matrix / Probability Measures,within,1
2021,RqType,"Policy, Institutional, and Geographic Impacts",DataType,National Survey Data,within,1
2021,RqType,Measurement and Methodological Advances,DataType,Administrative/Registry Data,within,1
2021,Measure,Transition Matrix / Probability Measures,DataType,Administrative/Registry Data,within,1
2021,DataType,Opportunity Atlas,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2021,Measure,Transition Matrix / Probability Measures,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2021,DataType,National Survey Data,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2021,Measure,Decomposition / Structural Approaches,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2021,Measure,Absolute Mobility Measures,DataType,Natural/Experimental Data,within,1
2021,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Natural/Experimental Data,within,1
2021,DataType,Linked Administrative Data,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,1
2021,Measure,Regression‐based Measures,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,1
2021,RqType,Empirical Estimates and Determinants,DataType,Opportunity Atlas,within,1
2021,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Opportunity Atlas,within,1
2021,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Opportunity Atlas,within,1
2021,DataType,No dataset,Measure,Decomposition / Structural Approaches,within,1
2021,RqType,Theoretical and Structural Models,Measure,Decomposition / Structural Approaches,within,1
2021,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,within,1
2021,Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,within,1
2021,Measure,Others_Measure,DataType,Panel/Longitudinal Surveys,within,1
2021,Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,within,1
2021,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Panel/Longitudinal Surveys,within,1
2021,RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,within,1
2021,DataType,No dataset,RqType,Measurement and Methodological Advances,within,1
2021,Measure,Non‐parametric Approaches,RqType,Measurement and Methodological Advances,within,1
2021,DataType,Administrative/Registry Data,RqType,Measurement and Methodological Advances,within,1
2021,Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,within,1
2021,Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,within,1
2021,DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,within,1
2021,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2021,Measure,Multigenerational Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2021,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Measure,Regression‐based Measures,within,1
2021,Measure,Regression‐based Measures,DataType,Others_DataType,within,1
2021,RqType,Empirical Estimates and Determinants,DataType,Others_DataType,within,1
2021,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Others_Measure,within,1
2021,DataType,Panel/Longitudinal Surveys,Measure,Others_Measure,within,1
2021,Measure,Rank‐based Measures,Measure,Others_Measure,within,1
2021,DataType,No dataset,Measure,Others_Measure,within,1
2021,RqType,Empirical Estimates and Determinants,Measure,Others_Measure,within,1
2021,DataType,No dataset,RqType,Theoretical and Structural Models,within,1
2021,Measure,Decomposition / Structural Approaches,RqType,Theoretical and Structural Models,within,1
2021,Measure,Regression‐based Measures,Measure,Decomposition / Structural Approaches,within,1
2021,RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,within,1
2021,Measure,Rank‐based Measures,Measure,Decomposition / Structural Approaches,within,1
2021,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Decomposition / Structural Approaches,within,1
2021,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,National Survey Data,within,1
2021,Measure,Regression‐based Measures,Measure,Transition Matrix / Probability Measures,within,1
2021,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Transition Matrix / Probability Measures,within,1
2021,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,within,1
2021,DataType,Administrative/Registry Data,Measure,Transition Matrix / Probability Measures,within,1
2022,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,within,10
2022,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,within,10
2022,RqType,Theoretical and Structural Models,DataType,No dataset,within,8
2022,DataType,No dataset,RqType,Theoretical and Structural Models,within,8
2022,DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,within,7
2022,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,within,7
2022,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,within,7
2022,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,within,7
2022,RqType,Empirical Estimates and Determinants,Measure,Absolute Mobility Measures,within,6
2022,DataType,No dataset,Measure,Regression‐based Measures,within,6
2022,Measure,Regression‐based Measures,DataType,No dataset,within,6
2022,Measure,Decomposition / Structural Approaches,DataType,No dataset,within,6
2022,Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,within,6
2022,DataType,No dataset,Measure,Decomposition / Structural Approaches,within,6
2022,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,within,5
2022,Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,5
2022,RqType,Theoretical and Structural Models,Measure,Regression‐based Measures,within,4
2022,RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,within,4
2022,DataType,Administrative/Registry Data,RqType,Empirical Estimates and Determinants,within,4
2022,Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,within,4
2022,Measure,Regression‐based Measures,RqType,Theoretical and Structural Models,within,4
2022,RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,within,4
2022,Measure,Transition Matrix / Probability Measures,Measure,Rank‐based Measures,within,4
2022,DataType,Administrative/Registry Data,Measure,Rank‐based Measures,within,4
2022,Measure,Rank‐based Measures,Measure,Transition Matrix / Probability Measures,within,4
2022,DataType,Administrative/Registry Data,Measure,Transition Matrix / Probability Measures,within,4
2022,DataType,Administrative/Registry Data,Measure,Regression‐based Measures,within,4
2022,RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,within,4
2022,Measure,Transition Matrix / Probability Measures,DataType,Administrative/Registry Data,within,4
2022,Measure,Rank‐based Measures,DataType,Administrative/Registry Data,within,4
2022,Measure,Regression‐based Measures,DataType,Administrative/Registry Data,within,4
2022,RqType,Theoretical and Structural Models,Measure,Decomposition / Structural Approaches,within,4
2022,DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,within,4
2022,Measure,Decomposition / Structural Approaches,RqType,Theoretical and Structural Models,within,4
2022,DataType,Panel/Longitudinal Surveys,Measure,Transition Matrix / Probability Measures,within,3
2022,Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,within,3
2022,DataType,Linked Administrative Data,Measure,Absolute Mobility Measures,within,3
2022,Measure,Regression‐based Measures,DataType,Linked Administrative Data,within,3
2022,DataType,Linked Administrative Data,Measure,Regression‐based Measures,within,3
2022,Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,3
2022,Measure,Absolute Mobility Measures,DataType,Linked Administrative Data,within,3
2022,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,within,3
2022,RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,within,3
2022,Measure,Transition Matrix / Probability Measures,DataType,Panel/Longitudinal Surveys,within,3
2022,Measure,Absolute Mobility Measures,DataType,Panel/Longitudinal Surveys,within,2
2022,Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,within,2
2022,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Panel/Longitudinal Surveys,within,2
2022,RqType,Measurement and Methodological Advances,DataType,Panel/Longitudinal Surveys,within,2
2022,DataType,Panel/Longitudinal Surveys,RqType,Measurement and Methodological Advances,within,2
2022,Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,within,2
2022,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,within,2
2022,DataType,Administrative/Registry Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2022,DataType,No dataset,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2022,Measure,Decomposition / Structural Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2022,Measure,Regression‐based Measures,Measure,Transition Matrix / Probability Measures,within,2
2022,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Transition Matrix / Probability Measures,within,2
2022,DataType,Big Data,Measure,Absolute Mobility Measures,within,2
2022,DataType,Panel/Longitudinal Surveys,Measure,Absolute Mobility Measures,within,2
2022,Measure,Decomposition / Structural Approaches,RqType,Empirical Estimates and Determinants,within,2
2022,DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,2
2022,Measure,Transition Matrix / Probability Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,2
2022,DataType,Panel/Longitudinal Surveys,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,2
2022,DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,within,2
2022,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,No dataset,within,2
2022,DataType,Big Data,RqType,Empirical Estimates and Determinants,within,2
2022,Measure,Regression‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",within,2
2022,DataType,Administrative/Registry Data,RqType,"Policy, Institutional, and Geographic Impacts",within,2
2022,Measure,Regression‐based Measures,DataType,Natural/Experimental Data,within,2
2022,RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,within,2
2022,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Decomposition / Structural Approaches,within,2
2022,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Regression‐based Measures,within,2
2022,Measure,Transition Matrix / Probability Measures,Measure,Regression‐based Measures,within,2
2022,DataType,Natural/Experimental Data,Measure,Regression‐based Measures,within,2
2022,RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,within,2
2022,Measure,Absolute Mobility Measures,DataType,Big Data,within,2
2022,RqType,Empirical Estimates and Determinants,DataType,Big Data,within,2
2022,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Administrative/Registry Data,within,2
2022,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Administrative/Registry Data,within,2
2022,DataType,No dataset,Measure,Transition Matrix / Probability Measures,within,1
2022,RqType,Theoretical and Structural Models,Measure,Transition Matrix / Probability Measures,within,1
2022,RqType,Measurement and Methodological Advances,Measure,Transition Matrix / Probability Measures,within,1
2022,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,within,1
2022,Measure,Decomposition / Structural Approaches,DataType,Panel/Longitudinal Surveys,within,1
2022,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",DataType,Panel/Longitudinal Surveys,within,1
2022,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,within,1
2022,Measure,Transition Matrix / Probability Measures,RqType,Measurement and Methodological Advances,within,1
2022,DataType,No dataset,RqType,Measurement and Methodological Advances,within,1
2022,Measure,Transition Matrix / Probability Measures,RqType,Theoretical and Structural Models,within,1
2022,Measure,Others_Measure,DataType,National Survey Data,within,1
2022,Measure,Decomposition / Structural Approaches,DataType,National Survey Data,within,1
2022,RqType,Perceptions of Mobility and Attitudes,DataType,National Survey Data,within,1
2022,Measure,Regression‐based Measures,DataType,National Survey Data,within,1
2022,RqType,Empirical Estimates and Determinants,DataType,National Survey Data,within,1
2022,DataType,Natural/Experimental Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2022,DataType,University/Institution Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2022,Measure,Transition Matrix / Probability Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2022,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,within,1
2022,Measure,Rank‐based Measures,DataType,Linked Administrative Data,within,1
2022,Measure,Decomposition / Structural Approaches,DataType,Linked Administrative Data,within,1
2022,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,within,1
2022,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",DataType,Others_DataType,within,1
2022,Measure,Multigenerational Measures,DataType,Others_DataType,within,1
2022,DataType,National Survey Data,Measure,Others_Measure,within,1
2022,Measure,Decomposition / Structural Approaches,Measure,Others_Measure,within,1
2022,RqType,Perceptions of Mobility and Attitudes,Measure,Others_Measure,within,1
2022,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Measure,Absolute Mobility Measures,within,1
2022,Measure,Regression‐based Measures,Measure,Absolute Mobility Measures,within,1
2022,Measure,Decomposition / Structural Approaches,Measure,Absolute Mobility Measures,within,1
2022,DataType,National Survey Data,Measure,Regression‐based Measures,within,1
2022,Measure,Absolute Mobility Measures,Measure,Regression‐based Measures,within,1
2022,Measure,Rank‐based Measures,Measure,Regression‐based Measures,within,1
2022,DataType,Linked Administrative Data,Measure,Rank‐based Measures,within,1
2022,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Rank‐based Measures,within,1
2022,DataType,University/Institution Data,Measure,Rank‐based Measures,within,1
2022,Measure,Regression‐based Measures,Measure,Rank‐based Measures,within,1
2022,DataType,Others_DataType,Measure,Multigenerational Measures,within,1
2022,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",Measure,Multigenerational Measures,within,1
2022,Measure,Others_Measure,RqType,Perceptions of Mobility and Attitudes,within,1
2022,DataType,National Survey Data,RqType,Perceptions of Mobility and Attitudes,within,1
2022,Measure,Decomposition / Structural Approaches,RqType,Perceptions of Mobility and Attitudes,within,1
2022,DataType,No dataset,RqType,Empirical Estimates and Determinants,within,1
2022,DataType,Natural/Experimental Data,RqType,Empirical Estimates and Determinants,within,1
2022,Measure,Rank‐based Measures,RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",within,1
2022,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,University/Institution Data,within,1
2022,Measure,Rank‐based Measures,DataType,University/Institution Data,within,1
2022,DataType,Panel/Longitudinal Surveys,Measure,Decomposition / Structural Approaches,within,1
2022,RqType,"Policy, Institutional, and Geographic Impacts",Measure,Decomposition / Structural Approaches,within,1
2022,DataType,Natural/Experimental Data,Measure,Decomposition / Structural Approaches,within,1
2022,Measure,Absolute Mobility Measures,Measure,Decomposition / Structural Approaches,within,1
2022,DataType,Linked Administrative Data,Measure,Decomposition / Structural Approaches,within,1
2022,Measure,Transition Matrix / Probability Measures,DataType,No dataset,within,1
2022,RqType,Empirical Estimates and Determinants,DataType,No dataset,within,1
2022,RqType,Measurement and Methodological Advances,DataType,No dataset,within,1
2022,DataType,Natural/Experimental Data,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2022,Measure,Decomposition / Structural Approaches,RqType,"Policy, Institutional, and Geographic Impacts",within,1
2022,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Natural/Experimental Data,within,1
2022,RqType,"Policy, Institutional, and Geographic Impacts",DataType,Natural/Experimental Data,within,1
2022,Measure,Decomposition / Structural Approaches,DataType,Natural/Experimental Data,within,1
2022,RqType,Empirical Estimates and Determinants,DataType,Natural/Experimental Data,within,1
2022,Measure,Absolute Mobility Measures,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,1
2022,DataType,Panel/Longitudinal Surveys,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,1
2022,DataType,Others_DataType,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,1
2022,Measure,Multigenerational Measures,RqType,"Mobility and Non-Income Outcomes (Health, Wellbeing, etc.)",within,1
2022,Measure,Others_Measure,Measure,Decomposition / Structural Approaches,within,1
2022,DataType,National Survey Data,Measure,Decomposition / Structural Approaches,within,1
2022,RqType,Perceptions of Mobility and Attitudes,Measure,Decomposition / Structural Approaches,within,1
2023,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Regression‐based Measures,within,10
2023,Measure,Regression‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,10
2023,RqType,Empirical Estimates and Determinants,Measure,Regression‐based Measures,within,9
2023,Measure,Regression‐based Measures,RqType,Empirical Estimates and Determinants,within,9
2023,DataType,Panel/Longitudinal Surveys,Measure,Regression‐based Measures,within,7
2023,Measure,Regression‐based Measures,DataType,Panel/Longitudinal Surveys,within,7
2023,DataType,Linked Administrative Data,RqType,Intergenerational Wealth Mobility and Inheritance,within,6
2023,DataType,Linked Administrative Data,RqType,Empirical Estimates and Determinants,within,6
2023,Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,within,6
2023,DataType,Administrative/Registry Data,RqType,Empirical Estimates and Determinants,within,6
2023,RqType,Empirical Estimates and Determinants,DataType,Administrative/Registry Data,within,6
2023,DataType,Linked Administrative Data,Measure,Regression‐based Measures,within,6
2023,RqType,Empirical Estimates and Determinants,Measure,Rank‐based Measures,within,6
2023,RqType,Empirical Estimates and Determinants,DataType,Linked Administrative Data,within,6
2023,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Linked Administrative Data,within,6
2023,Measure,Regression‐based Measures,DataType,Linked Administrative Data,within,6
2023,DataType,Panel/Longitudinal Surveys,RqType,Intergenerational Wealth Mobility and Inheritance,within,5
2023,RqType,Intergenerational Wealth Mobility and Inheritance,DataType,Panel/Longitudinal Surveys,within,5
2023,Measure,Decomposition / Structural Approaches,DataType,Linked Administrative Data,within,4
2023,Measure,Decomposition / Structural Approaches,RqType,Empirical Estimates and Determinants,within,4
2023,DataType,Panel/Longitudinal Surveys,RqType,Empirical Estimates and Determinants,within,4
2023,RqType,Empirical Estimates and Determinants,DataType,Panel/Longitudinal Surveys,within,4
2023,Measure,Regression‐based Measures,RqType,Measurement and Methodological Advances,within,4
2023,DataType,Administrative/Registry Data,Measure,Rank‐based Measures,within,4
2023,Measure,Rank‐based Measures,DataType,Administrative/Registry Data,within,4
2023,Measure,Regression‐based Measures,DataType,Administrative/Registry Data,within,4
2023,RqType,Measurement and Methodological Advances,Measure,Regression‐based Measures,within,4
2023,DataType,Administrative/Registry Data,Measure,Regression‐based Measures,within,4
2023,DataType,Linked Administrative Data,Measure,Decomposition / Structural Approaches,within,4
2023,RqType,Empirical Estimates and Determinants,Measure,Decomposition / Structural Approaches,within,4
2023,Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,within,3
2023,DataType,No dataset,Measure,Regression‐based Measures,within,3
2023,Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,within,3
2023,DataType,No dataset,RqType,Measurement and Methodological Advances,within,3
2023,Measure,Regression‐based Measures,DataType,No dataset,within,3
2023,RqType,Measurement and Methodological Advances,DataType,No dataset,within,3
2023,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Rank‐based Measures,within,3
2023,DataType,Panel/Longitudinal Surveys,Measure,Rank‐based Measures,within,3
2023,RqType,Measurement and Methodological Advances,Measure,Rank‐based Measures,within,2
2023,DataType,National Survey Data,Measure,Rank‐based Measures,within,2
2023,Measure,Regression‐based Measures,Measure,Rank‐based Measures,within,2
2023,DataType,Linked Administrative Data,Measure,Rank‐based Measures,within,2
2023,Measure,Absolute Mobility Measures,Measure,Rank‐based Measures,within,2
2023,Measure,Transition Matrix / Probability Measures,RqType,Empirical Estimates and Determinants,within,2
2023,Measure,Rank‐based Measures,DataType,Linked Administrative Data,within,2
2023,RqType,Intergenerational Wealth Mobility and Inheritance,Measure,Transition Matrix / Probability Measures,within,2
2023,DataType,Panel/Longitudinal Surveys,Measure,Transition Matrix / Probability Measures,within,2
2023,RqType,Empirical Estimates and Determinants,Measure,Transition Matrix / Probability Measures,within,2
2023,RqType,Empirical Estimates and Determinants,DataType,National Survey Data,within,2
2023,Measure,Absolute Mobility Measures,RqType,Empirical Estimates and Determinants,within,2
2023,DataType,National Survey Data,RqType,Empirical Estimates and Determinants,within,2
2023,Measure,Rank‐based Measures,Measure,Regression‐based Measures,within,2
2023,RqType,Empirical Estimates and Determinants,Measure,Absolute Mobility Measures,within,2
