from_type,from_val,to_type,to_val,source,weight
Measure,Decomposition / Structural Approaches,Measure,Decomposition / Structural Approaches,citation,1
Measure,Decomposition / Structural Approaches,DataType,No dataset,citation,1
Measure,Decomposition / Structural Approaches,Measure,Decomposition / Structural Approaches,citation,1
Measure,Decomposition / Structural Approaches,Measure,Others_Measure,citation,1
Measure,Decomposition / Structural Approaches,DataType,Linked Administrative Data,citation,1
Measure,Decomposition / Structural Approaches,Measure,Others_Measure,citation,1
Measure,Decomposition / Structural Approaches,Measure,Absolute Mobility Measures,citation,1
Measure,Decomposition / Structural Approaches,DataType,Others_DataType,citation,1
Measure,Decomposition / Structural Approaches,DataType,Linked Administrative Data,citation,1
Measure,Decomposition / Structural Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Decomposition / Structural Approaches,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Decomposition / Structural Approaches,Measure,Absolute Mobility Measures,citation,1
Measure,Decomposition / Structural Approaches,RqType,Empirical Estimates and Determinants,citation,1
Measure,Decomposition / Structural Approaches,DataType,Panel/Longitudinal Surveys,citation,1
DataType,International Panel Data,DataType,Linked Administrative Data,citation,1
DataType,International Panel Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,International Panel Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,International Panel Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,International Panel Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,International Panel Data,DataType,National Survey Data,citation,1
DataType,International Panel Data,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
DataType,International Panel Data,DataType,Administrative/Registry Data,citation,1
DataType,International Panel Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,International Panel Data,Measure,Regression‐based Measures,citation,1
DataType,International Panel Data,Measure,Transition Matrix / Probability Measures,citation,1
DataType,International Panel Data,DataType,Administrative/Registry Data,citation,1
DataType,International Panel Data,Measure,Regression‐based Measures,citation,1
DataType,International Panel Data,DataType,No dataset,citation,1
DataType,International Panel Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,International Panel Data,DataType,No dataset,citation,1
DataType,International Panel Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,International Panel Data,DataType,Linked Administrative Data,citation,1
DataType,International Panel Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,International Panel Data,Measure,Others_Measure,citation,1
DataType,International Panel Data,DataType,No dataset,citation,1
DataType,International Panel Data,RqType,Theoretical and Structural Models,citation,1
DataType,International Panel Data,Measure,Decomposition / Structural Approaches,citation,1
DataType,International Panel Data,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
DataType,International Panel Data,DataType,Panel/Longitudinal Surveys,citation,1
DataType,International Panel Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,International Panel Data,DataType,Panel/Longitudinal Surveys,citation,1
DataType,International Panel Data,Measure,Transition Matrix / Probability Measures,citation,1
DataType,International Panel Data,DataType,Linked Administrative Data,citation,1
DataType,International Panel Data,Measure,Regression‐based Measures,citation,1
DataType,International Panel Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,International Panel Data,DataType,Panel/Longitudinal Surveys,citation,1
DataType,International Panel Data,Measure,Rank‐based Measures,citation,1
DataType,International Panel Data,Measure,Regression‐based Measures,citation,1
DataType,International Panel Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,International Panel Data,DataType,Others_DataType,citation,1
DataType,International Panel Data,Measure,Others_Measure,citation,1
DataType,International Panel Data,RqType,Measurement and Methodological Advances,citation,1
DataType,International Panel Data,Measure,Regression‐based Measures,citation,1
DataType,International Panel Data,DataType,National Survey Data,citation,1
DataType,International Panel Data,DataType,Linked Administrative Data,citation,1
DataType,International Panel Data,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
DataType,International Panel Data,DataType,Administrative/Registry Data,citation,1
DataType,International Panel Data,Measure,Decomposition / Structural Approaches,citation,1
DataType,International Panel Data,Measure,Others_Measure,citation,1
DataType,International Panel Data,Measure,Regression‐based Measures,citation,1
DataType,International Panel Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,International Panel Data,DataType,Administrative/Registry Data,citation,1
DataType,International Panel Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,International Panel Data,Measure,Transition Matrix / Probability Measures,citation,1
DataType,International Panel Data,DataType,Administrative/Registry Data,citation,1
DataType,International Panel Data,Measure,Rank‐based Measures,citation,1
DataType,International Panel Data,Measure,Regression‐based Measures,citation,1
DataType,International Panel Data,DataType,Panel/Longitudinal Surveys,citation,1
DataType,International Panel Data,RqType,Measurement and Methodological Advances,citation,1
DataType,International Panel Data,Measure,Absolute Mobility Measures,citation,1
DataType,International Panel Data,RqType,Measurement and Methodological Advances,citation,1
DataType,International Panel Data,DataType,Administrative/Registry Data,citation,1
DataType,International Panel Data,Measure,Rank‐based Measures,citation,1
DataType,International Panel Data,Measure,Absolute Mobility Measures,citation,1
DataType,International Panel Data,DataType,Linked Administrative Data,citation,1
DataType,International Panel Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Rank‐based Measures,Measure,Transition Matrix / Probability Measures,citation,1
Measure,Rank‐based Measures,Measure,Rank‐based Measures,citation,1
Measure,Rank‐based Measures,Measure,Transition Matrix / Probability Measures,citation,1
Measure,Rank‐based Measures,DataType,Administrative/Registry Data,citation,1
Measure,Rank‐based Measures,DataType,Linked Administrative Data,citation,1
Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,1
Measure,Rank‐based Measures,DataType,Administrative/Registry Data,citation,1
Measure,Rank‐based Measures,DataType,Archival/Historical Data,citation,1
Measure,Rank‐based Measures,DataType,Linked Administrative Data,citation,1
Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,1
Measure,Rank‐based Measures,DataType,International Panel Data,citation,1
Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,1
Measure,Rank‐based Measures,DataType,No dataset,citation,1
Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,1
Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Rank‐based Measures,DataType,Linked Administrative Data,citation,1
Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,1
Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Rank‐based Measures,DataType,Linked Administrative Data,citation,1
Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Rank‐based Measures,Measure,Rank‐based Measures,citation,1
Measure,Rank‐based Measures,DataType,Linked Administrative Data,citation,1
Measure,Rank‐based Measures,DataType,Administrative/Registry Data,citation,1
Measure,Rank‐based Measures,DataType,Administrative/Registry Data,citation,1
Measure,Rank‐based Measures,DataType,Administrative/Registry Data,citation,1
Measure,Rank‐based Measures,Measure,Non‐parametric Approaches,citation,1
Measure,Rank‐based Measures,DataType,Archival/Historical Data,citation,1
Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Rank‐based Measures,DataType,National Survey Data,citation,1
Measure,Rank‐based Measures,Measure,Absolute Mobility Measures,citation,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,citation,1
Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,1
Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Rank‐based Measures,Measure,Transition Matrix / Probability Measures,citation,1
Measure,Rank‐based Measures,DataType,Administrative/Registry Data,citation,1
Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Rank‐based Measures,Measure,Decomposition / Structural Approaches,citation,1
Measure,Rank‐based Measures,DataType,No dataset,citation,1
Measure,Rank‐based Measures,DataType,National Survey Data,citation,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,citation,1
Measure,Rank‐based Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Rank‐based Measures,Measure,Regression‐based Measures,citation,1
Measure,Rank‐based Measures,Measure,Transition Matrix / Probability Measures,citation,1
Measure,Rank‐based Measures,DataType,Administrative/Registry Data,citation,1
Measure,Rank‐based Measures,DataType,Others_DataType,citation,1
Measure,Rank‐based Measures,DataType,No dataset,citation,1
Measure,Rank‐based Measures,RqType,Theoretical and Structural Models,citation,1
Measure,Rank‐based Measures,RqType,Theoretical and Structural Models,citation,1
Measure,Rank‐based Measures,RqType,Measurement and Methodological Advances,citation,1
Measure,Rank‐based Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Rank‐based Measures,DataType,National Survey Data,citation,1
Measure,Rank‐based Measures,DataType,Big Data,citation,1
Measure,Rank‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
Measure,Rank‐based Measures,DataType,Opportunity Atlas,citation,1
Measure,Rank‐based Measures,DataType,National Survey Data,citation,1
Measure,Rank‐based Measures,RqType,Perceptions of Mobility and Attitudes,citation,1
Measure,Rank‐based Measures,DataType,National Survey Data,citation,1
Measure,Rank‐based Measures,RqType,Perceptions of Mobility and Attitudes,citation,1
Measure,Rank‐based Measures,DataType,Others_DataType,citation,1
Measure,Rank‐based Measures,Measure,Rank‐based Measures,citation,1
Measure,Rank‐based Measures,DataType,Administrative/Registry Data,citation,1
Measure,Rank‐based Measures,Measure,Rank‐based Measures,citation,1
Measure,Rank‐based Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Rank‐based Measures,RqType,"Policy, Institutional, and Geographic Impacts",citation,1
Measure,Rank‐based Measures,DataType,National Survey Data,citation,1
Measure,Multigenerational Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Multigenerational Measures,Measure,Regression‐based Measures,citation,1
Measure,Multigenerational Measures,DataType,Archival/Historical Data,citation,1
Measure,Multigenerational Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Multigenerational Measures,RqType,Measurement and Methodological Advances,citation,1
Measure,Multigenerational Measures,Measure,Others_Measure,citation,1
Measure,Multigenerational Measures,DataType,Administrative/Registry Data,citation,1
Measure,Multigenerational Measures,DataType,Administrative/Registry Data,citation,1
Measure,Multigenerational Measures,Measure,Absolute Mobility Measures,citation,1
Measure,Multigenerational Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Multigenerational Measures,DataType,Others_DataType,citation,1
Measure,Multigenerational Measures,DataType,Administrative/Registry Data,citation,1
Measure,Multigenerational Measures,DataType,Linked Administrative Data,citation,1
Measure,Multigenerational Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Multigenerational Measures,Measure,Regression‐based Measures,citation,1
Measure,Multigenerational Measures,DataType,No dataset,citation,1
Measure,Multigenerational Measures,Measure,Others_Measure,citation,1
Measure,Multigenerational Measures,Measure,Regression‐based Measures,citation,1
Measure,Multigenerational Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Multigenerational Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Multigenerational Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Multigenerational Measures,Measure,Regression‐based Measures,citation,1
Measure,Multigenerational Measures,DataType,Archival/Historical Data,citation,1
Measure,Multigenerational Measures,Measure,Absolute Mobility Measures,citation,1
Measure,Multigenerational Measures,DataType,Linked Administrative Data,citation,1
Measure,Multigenerational Measures,DataType,Linked Administrative Data,citation,1
Measure,Multigenerational Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Multigenerational Measures,Measure,Rank‐based Measures,citation,1
Measure,Multigenerational Measures,Measure,Regression‐based Measures,citation,1
Measure,Multigenerational Measures,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Multigenerational Measures,DataType,Linked Administrative Data,citation,1
Measure,Multigenerational Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Multigenerational Measures,Measure,Regression‐based Measures,citation,1
Measure,Multigenerational Measures,RqType,Empirical Estimates and Determinants,citation,1
Measure,Multigenerational Measures,Measure,Transition Matrix / Probability Measures,citation,1
Measure,Multigenerational Measures,DataType,Administrative/Registry Data,citation,1
Measure,Multigenerational Measures,Measure,Rank‐based Measures,citation,1
Measure,Multigenerational Measures,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Multigenerational Measures,Measure,Multigenerational Measures,citation,1
Measure,Multigenerational Measures,DataType,Archival/Historical Data,citation,1
DataType,Pseudo-Panel/Household Budget Survey,DataType,Linked Administrative Data,citation,1
DataType,Pseudo-Panel/Household Budget Survey,Measure,Regression‐based Measures,citation,1
DataType,Pseudo-Panel/Household Budget Survey,RqType,Empirical Estimates and Determinants,citation,1
DataType,Pseudo-Panel/Household Budget Survey,Measure,Transition Matrix / Probability Measures,citation,1
DataType,Pseudo-Panel/Household Budget Survey,RqType,Empirical Estimates and Determinants,citation,1
DataType,Pseudo-Panel/Household Budget Survey,Measure,Others_Measure,citation,1
DataType,Pseudo-Panel/Household Budget Survey,DataType,National Survey Data,citation,1
DataType,Pseudo-Panel/Household Budget Survey,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Pseudo-Panel/Household Budget Survey,Measure,Regression‐based Measures,citation,1
DataType,Pseudo-Panel/Household Budget Survey,DataType,National Survey Data,citation,1
RqType,Perceptions of Mobility and Attitudes,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,Perceptions of Mobility and Attitudes,DataType,Panel/Longitudinal Surveys,citation,1
RqType,Perceptions of Mobility and Attitudes,DataType,No dataset,citation,1
RqType,Perceptions of Mobility and Attitudes,RqType,Theoretical and Structural Models,citation,1
RqType,Perceptions of Mobility and Attitudes,Measure,Decomposition / Structural Approaches,citation,1
RqType,Perceptions of Mobility and Attitudes,Measure,Regression‐based Measures,citation,1
RqType,Perceptions of Mobility and Attitudes,DataType,No dataset,citation,1
RqType,Perceptions of Mobility and Attitudes,Measure,Regression‐based Measures,citation,1
RqType,Perceptions of Mobility and Attitudes,RqType,Empirical Estimates and Determinants,citation,1
RqType,Perceptions of Mobility and Attitudes,DataType,International Panel Data,citation,1
RqType,Perceptions of Mobility and Attitudes,DataType,Linked Administrative Data,citation,1
RqType,Perceptions of Mobility and Attitudes,Measure,Transition Matrix / Probability Measures,citation,1
RqType,Perceptions of Mobility and Attitudes,Measure,Regression‐based Measures,citation,1
RqType,Perceptions of Mobility and Attitudes,RqType,Empirical Estimates and Determinants,citation,1
RqType,Perceptions of Mobility and Attitudes,DataType,Panel/Longitudinal Surveys,citation,1
RqType,Perceptions of Mobility and Attitudes,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,Perceptions of Mobility and Attitudes,Measure,Regression‐based Measures,citation,1
RqType,Perceptions of Mobility and Attitudes,DataType,Archival/Historical Data,citation,1
RqType,Perceptions of Mobility and Attitudes,DataType,No dataset,citation,1
RqType,Perceptions of Mobility and Attitudes,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,Perceptions of Mobility and Attitudes,Measure,Regression‐based Measures,citation,1
RqType,Perceptions of Mobility and Attitudes,DataType,Panel/Longitudinal Surveys,citation,1
DataType,Archival/Historical Data,DataType,Linked Administrative Data,citation,1
DataType,Archival/Historical Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,Archival/Historical Data,Measure,Transition Matrix / Probability Measures,citation,1
DataType,Archival/Historical Data,DataType,Panel/Longitudinal Surveys,citation,1
DataType,Archival/Historical Data,Measure,Decomposition / Structural Approaches,citation,1
DataType,Archival/Historical Data,DataType,Administrative/Registry Data,citation,1
DataType,Archival/Historical Data,Measure,Non‐parametric Approaches,citation,1
DataType,Archival/Historical Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Archival/Historical Data,DataType,Administrative/Registry Data,citation,1
DataType,Archival/Historical Data,Measure,Rank‐based Measures,citation,1
DataType,Archival/Historical Data,Measure,Regression‐based Measures,citation,1
DataType,Archival/Historical Data,DataType,No dataset,citation,1
DataType,Archival/Historical Data,RqType,Measurement and Methodological Advances,citation,1
DataType,Archival/Historical Data,Measure,Others_Measure,citation,1
DataType,Archival/Historical Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Archival/Historical Data,DataType,No dataset,citation,1
DataType,Archival/Historical Data,DataType,No dataset,citation,1
DataType,Archival/Historical Data,RqType,Theoretical and Structural Models,citation,1
DataType,Archival/Historical Data,Measure,Decomposition / Structural Approaches,citation,1
DataType,Archival/Historical Data,Measure,Regression‐based Measures,citation,1
DataType,Archival/Historical Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,Archival/Historical Data,DataType,Archival/Historical Data,citation,1
DataType,Archival/Historical Data,Measure,Regression‐based Measures,citation,1
DataType,Archival/Historical Data,RqType,Measurement and Methodological Advances,citation,1
DataType,Archival/Historical Data,DataType,Administrative/Registry Data,citation,1
DataType,Archival/Historical Data,Measure,Rank‐based Measures,citation,1
DataType,Archival/Historical Data,Measure,Absolute Mobility Measures,citation,1
DataType,Archival/Historical Data,DataType,Linked Administrative Data,citation,1
DataType,Archival/Historical Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Archival/Historical Data,Measure,Multigenerational Measures,citation,1
DataType,Archival/Historical Data,DataType,Archival/Historical Data,citation,1
DataType,Archival/Historical Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,Archival/Historical Data,Measure,Transition Matrix / Probability Measures,citation,1
DataType,Archival/Historical Data,Measure,Rank‐based Measures,citation,1
DataType,Archival/Historical Data,Measure,Regression‐based Measures,citation,1
DataType,Archival/Historical Data,DataType,Panel/Longitudinal Surveys,citation,1
DataType,Archival/Historical Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Archival/Historical Data,Measure,Regression‐based Measures,citation,1
DataType,Archival/Historical Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,Archival/Historical Data,Measure,Transition Matrix / Probability Measures,citation,1
DataType,Archival/Historical Data,DataType,Administrative/Registry Data,citation,1
DataType,Archival/Historical Data,Measure,Rank‐based Measures,citation,1
DataType,Archival/Historical Data,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
DataType,Archival/Historical Data,Measure,Multigenerational Measures,citation,1
DataType,Archival/Historical Data,DataType,Archival/Historical Data,citation,1
Measure,Non‐parametric Approaches,RqType,Measurement and Methodological Advances,citation,1
Measure,Non‐parametric Approaches,Measure,Others_Measure,citation,1
Measure,Non‐parametric Approaches,Measure,Regression‐based Measures,citation,1
Measure,Non‐parametric Approaches,RqType,Empirical Estimates and Determinants,citation,1
Measure,Non‐parametric Approaches,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Non‐parametric Approaches,RqType,Empirical Estimates and Determinants,citation,1
Measure,Non‐parametric Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Non‐parametric Approaches,DataType,Panel/Longitudinal Surveys,citation,1
Measure,Non‐parametric Approaches,RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
Measure,Non‐parametric Approaches,Measure,Regression‐based Measures,citation,1
Measure,Non‐parametric Approaches,DataType,National Survey Data,citation,1
Measure,Non‐parametric Approaches,RqType,Measurement and Methodological Advances,citation,1
Measure,Non‐parametric Approaches,DataType,National Survey Data,citation,1
Measure,Non‐parametric Approaches,Measure,Rank‐based Measures,citation,1
Measure,Non‐parametric Approaches,Measure,Rank‐based Measures,citation,1
Measure,Non‐parametric Approaches,DataType,Others_DataType,citation,1
Measure,Non‐parametric Approaches,Measure,Others_Measure,citation,1
Measure,Non‐parametric Approaches,DataType,Linked Administrative Data,citation,1
Measure,Non‐parametric Approaches,Measure,Regression‐based Measures,citation,1
Measure,Non‐parametric Approaches,RqType,Empirical Estimates and Determinants,citation,1
Measure,Non‐parametric Approaches,Measure,Regression‐based Measures,citation,1
Measure,Non‐parametric Approaches,Measure,Decomposition / Structural Approaches,citation,1
Measure,Non‐parametric Approaches,DataType,No dataset,citation,1
Measure,Non‐parametric Approaches,RqType,Theoretical and Structural Models,citation,1
Measure,Non‐parametric Approaches,Measure,Decomposition / Structural Approaches,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,No dataset,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Panel/Longitudinal Surveys,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Transition Matrix / Probability Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Administrative/Registry Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Linked Administrative Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Linked Administrative Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,No dataset,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Transition Matrix / Probability Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Panel/Longitudinal Surveys,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Rank‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,National Survey Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Rank‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Linked Administrative Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,No dataset,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,International Panel Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Rank‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Archival/Historical Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Absolute Mobility Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Linked Administrative Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Panel/Longitudinal Surveys,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Others_Measure,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Administrative/Registry Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Administrative/Registry Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,"Policy, Institutional, and Geographic Impacts",citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Decomposition / Structural Approaches,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Transition Matrix / Probability Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Administrative/Registry Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Rank‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Intergenerational Wealth Mobility and Inheritance,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Administrative/Registry Data,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Rank‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Empirical Estimates and Determinants,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Others_DataType,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Others_Measure,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Regression‐based Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",DataType,Panel/Longitudinal Surveys,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",Measure,Absolute Mobility Measures,citation,1
RqType,"Demographic Differences in Mobility (Race, Gender, etc.)",RqType,Measurement and Methodological Advances,citation,1
DataType,University/Institution Data,DataType,Linked Administrative Data,citation,1
DataType,University/Institution Data,Measure,Regression‐based Measures,citation,1
DataType,University/Institution Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,University/Institution Data,Measure,Transition Matrix / Probability Measures,citation,1
DataType,University/Institution Data,Measure,Absolute Mobility Measures,citation,1
DataType,University/Institution Data,RqType,Empirical Estimates and Determinants,citation,1
DataType,University/Institution Data,Measure,Transition Matrix / Probability Measures,citation,1
DataType,University/Institution Data,DataType,Panel/Longitudinal Surveys,citation,1
DataType,University/Institution Data,DataType,Panel/Longitudinal Surveys,citation,1
DataType,University/Institution Data,Measure,Decomposition / Structural Approaches,citation,1
DataType,University/Institution Data,DataType,No dataset,citation,1
DataType,University/Institution Data,RqType,Theoretical and Structural Models,citation,1
