id,rq_cat,rq_type
466,2,The paper empirically estimates intergenerational income and educational mobility in Chile. The research questions include: What are the income mobility elasticities in Chile? How does educational mobility differ across cohorts? And is there evidence of differing persistence at the extremes of the income distribution?
467,7,"The paper aims to answer how intrinsic, non-monetary occupational qualities (such as respect, learning, and work hazards) influence the process of occupational choice and intergenerational mobility. Specifically, it asks: How do the preferences over these intrinsic qualities, when incorporated into a theoretical model, alter our understanding of intergenerational income persistence? Additionally, what is the equivalent monetary compensation that workers receive for the intrinsic benefits of their chosen occupations, and how does this adjustment affect the estimates of intergenerational mobility?"
468,7,"How do innate talent, parental human capital, and educational resources interplay to determine intergenerational mobility, inequality, and social welfare under different education systems (private vs public), and what are the effects of public education and redistribution policies as captured by a theoretical overlapping-generations model?"
469,2,"How does intergenerational income mobility operate among natives and second‐generation immigrants in Estonia, and to what extent do differences in parental income rankings contribute to the native-immigrant earnings gap?"
470,2,"The research question seeks to empirically estimate how intergenerational educational mobility influences long-term economic outcomes—specifically, earnings trajectories over the life course and mid‐life wealth—in a Scandinavian context. In other words, it tests whether differences in parental versus offspring education (used as a proxy for intergenerational mobility) have persistent impacts on these economic outcomes, thereby evaluating predictions from cumulative advantage theory."
471,2,"The paper empirically examines whether a child's educational attainment is a more important determinant of the child's income than parents' income and other family characteristics, and whether education mediates the effect of parental income—with special attention to differences between non‐white and white children."
472,4,Does parental wealth inequality impact next generation labor income inequality? And does a tax on parental wealth affect the labor income distribution of the next generation?
473,2,"The paper aims to empirically investigate how intergenerational mobility differs across Germany, Norway, Sweden, and the US by comparing rank-based and income share mobility measures. In essence, the research question is: 'How does intergenerational income mobility compare across these countries, and what are the differences (especially for upward mobility at the bottom of the income distribution) when using various estimation methods?'"
474,4,"The paper seeks to determine if intergenerational transmission of poverty occurs by analyzing income mobility. In particular, it asks: Is poverty transmitted from one generation to the next through low income mobility, as evidenced by the intergenerational relationship between estimated fathers' income and individuals' income?"
475,4,"The paper investigates the mechanisms behind intergenerational wealth mobility—in particular, it asks whether incorporating permanent heterogeneity in wealth returns into a heterogeneous agents model can simultaneously account for the observed wealth distribution and both short- and long-run (including grandparent‐child and dynastic) wealth mobility."
476,3,What is the causal effect of equalizing revenues across school districts on students' intergenerational mobility - particularly for low-income students - and through which channels (such as reductions in input gaps between low-income and high-income districts) does this policy operate?
477,4,"Does intergenerational income mobility exist in Spain, and if so, what is its degree, as measured using proxy variables over different phases of the economic cycle (2005 and 2011)?"
478,2,"How does income inequality, as measured by parental income, affect intergenerational income mobility, and what role do factors like educational interventions play in mitigating the persistence of income disadvantages related to social origins?"
479,2,"How has the spread of industrial robots (i.e. job automation) influenced intergenerational income mobility across U.S. local labor markets over the past three decades, particularly by shaping the upward mobility prospects of males from low‐income households?"
480,4,"The paper investigates intergenerational wealth mobility and inheritance by asking: How persistent is household wealth between generations in rural Bangladesh, and what role do factors like measurement error, household division, occupational mobility, and educational attainment play in explaining this persistence?"
481,2,"How does education affect intergenerational income mobility in Chinese society, and to what extent do the correlation between a parent's income and their child's education versus the return to education each contribute to this mobility?"
482,5,"How have trends in intergenerational income mobility diverged by gender, and what role do factors such as increasing female labor force participation, education, and occupational dynamics play in shaping these differences?"
483,1,"The paper primarily questions: “How can we improve the measurement of intergenerational mobility? In particular, what are the strengths and limitations of current methods (e.g., linear regressions, Markov chains) in capturing the nonlinear relationships and heterogeneity (across family and social factors) inherent in the process of intergenerational economic transmission?”"
484,6,"The paper asks: How does intergenerational income mobility—specifically downward income mobility—affect non-income outcomes such as cardiometabolic risk? It investigates whether the change in socioeconomic position between origin and destination income quintiles is associated with health outcomes, and whether individuals with poorer initial health are more adversely affected by downward mobility."
485,4,"The paper’s research question focuses on how improved accuracy in information regarding individuals’ backgrounds and abilities—within a meritocratic framework—affects intergenerational inheritance of advantage through mechanisms like increased statistical discrimination, heightened inequality, and reduced mobility via educational investments in children. In essence, it asks: 'How does the interaction between better information and meritocratic selection processes drive the persistence of income advantages across generations?'"
486,6,"The paper asks: How do multidimensional intergenerational mobility patterns—in particular, the trade-off between striving (upward mobility in education and income) and thriving (improvements in physical and mental health)—vary across racial groups? In other words, does the pursuit of economic and educational success come at the expense of health, and how do factors such as race, structural inequalities, and early-life conditions shape these mobility outcomes over the life course?"
487,4,"How do poor entrepreneurs trade off investments in business enterprises versus children's human capital, and how do these choices influence intergenerational socio-economic mobility?"
488,2,"The paper asks: 'How much of income inequality is due to initial opportunities relative to adult income risk?' and 'What factors determine intergenerational mobility?' It specifically investigates the roles of fertility and family transfers as determinants of intergenerational mobility, making it fall under the Empirical Estimates and Determinants category."
489,2,"The paper asks: How is childhood income inequality associated with intergenerational mobility in adulthood? Additionally, what are the roles of economic growth and public education in determining intergenerational mobility in Latin America?"
490,4,"How does the intergenerational transmission of employers (from fathers to sons) contribute to the persistence of income levels, specifically through mechanisms like early job connections and networking, and what role does this transmission play in the maintenance of high earnings across generations?"
491,5,"What are the black‐white differences in intergenerational income mobility, and to what extent can differences in cognitive skills during adolescence account for these differences?"
492,2,"The paper asks: What are the empirical estimates of intergenerational mobility in income and occupational status, and what determinants—especially educational attainment—mediate these associations? It further probes gender differences and changes across different educational strata, examining whether these dynamics differ over time and across income quantiles."
493,7,"The paper primarily investigates theoretical and structural questions. It asks: How do endogenous mechanisms—such as socioeconomic sorting across communities, redistributive policies, and political influences—interact to shape the intergenerational transmission of income, thereby producing the observed negative association between inequality and social mobility (the Gatsby Curve)?"
494,2,"How has intergenerational income mobility in Greece changed following the bailout programs, and what factors might explain the observed decline in mobility?"
495,3,"Several research questions focus on how institutional settings and geographic factors shape mobility and inequality. For example, one prominent question asks, “Is the benefit of placing a low‐income family in a high‐income neighborhood (or school district) linear—i.e. is mixing a few very low‐income families in high‐income areas as beneficial as moving a larger number of children from the bottom quintile to the middle quintiles?” Other related questions examine how changes in state versus local spending on education, policies such as low‐income housing requirements in cities (e.g., Manhattan’s policy), and even cross‐country comparisons contribute to our understanding of the relation between cross-sectional inequality and intergenerational mobility."
496,4,"The paper primarily investigates multigenerational mobility by asking whether two-generation estimates underestimate the persistence in earnings and education across three generations, and further examines the mechanisms underlying this persistence by testing the Clark hypothesis versus a direct grandparental effects model."
497,4,"The paper investigates the nature and extent of intergenerational mobility in Pakistan by asking: How strongly is income (or other socioeconomic outcomes) transmitted from one generation to the next, as measured by elasticity, and what does this imply for wealth mobility and inherited advantages?"
498,4,"The paper asks: 'What are the life-cycle effects of educational mobility on income trajectories (earnings and property income) and to what extent does parental educational attainment influence these trajectories, particularly in the context of intergenerational transmission of economic advantage and the welfare state?'"
499,5,"The paper asks: How do class origins and racial background affect intergenerational poverty – specifically, is the difference in the probability of becoming poor (from lower vs. higher income origins) larger for class effects than for racial effects, and how do these effects vary by gender?"
500,2,"The paper addresses the research question: how has absolute intergenerational income mobility evolved in advanced economies over the twentieth century, and what are the empirical determinants (notably income inequality and growth rates) driving its decline?"
501,3,"The research questions ask how institutional factors—specifically, the property tax-based public school funding mechanism—affect intergenerational mobility, including the spatial correlation between house prices and mobility, as well as whether policy interventions such as housing vouchers or equal redistribution of property tax revenues can improve mobility and welfare over generations."
502,1,"The research paper primarily addresses measurement and methodological advances. It asks how intergenerational income mobility tables can be improved by using a group-based trajectory approach to more accurately capture the evolution of social status over the working life, and to jointly analyze inter- and intragenerational changes in socioeconomic status compared to traditional, ad‐hoc, percentile-based income quintile measures."
503,4,"The paper questions whether elite college education facilitates intergenerational income mobility in China. Specifically, it asks if attending an elite college raises a child's income rank relative to parental income, how it affects the intergenerational income relationship, and whether the admission system (based on a centralized exam cutoff) contributes to income neutrality in the process of social mobility."
504,2,"The paper poses empirical questions such as: What is the level of intergenerational income mobility in Spain, including its geographic variation? How do determinants like gender (with daughters faring worse than sons) affect mobility outcomes, and what role does out‐migration play in enhancing upward mobility? While these questions primarily fall under Empirical Estimates and Determinants (2), they also incorporate elements of Demographic Differences in Mobility (5) and Policy/Geographic Impacts (3)."
505,2,"How does trade openness—specifically the proportion of trade exports and the structure of exports—affect intergenerational income flow, and through what mechanisms (such as improvements in education levels) does this occur, particularly among urban residents and low-income groups?"
506,2,"The study asks empirical questions on how the timing of parental income during various periods of childhood affects children’s adult human capital outcomes. Specifically, it investigates whether balanced income across early and late childhood, as opposed to an imbalanced income profile, leads to higher human capital and examines the relative productivity of income received during the middle period compared to early and late periods."
507,2,"The paper empirically investigates the question: What is the effect of trade liberalization on intergenerational income mobility in China, and through what mechanisms (such as industrialization and upward education mobility) does trade openness influence upward and downward mobility (with attention to gender differences)?"
508,7,"The paper uses a theoretical and structural modeling approach to address questions such as: How do redistributive policies shaped by majority voting interact with parental altruism and children’s study efforts to affect intergenerational income mobility? In particular, it examines under what conditions credible tax policies emerge in an overlapping generations framework, how these policies interact with educational inputs (private vs. public funding), and how they impact the incentives for upward mobility in a democratic setting."
509,1,"The paper asks: How can we develop improved measures of lifetime resources (incorporating life‐cycle dynamics, uncertainty, and credit constraints) to better capture the transmission of welfare across generations, and how do these new measures compare with traditional income proxies in predicting intergenerational mobility?"
510,4,"The paper asks: How does the intergenerational transmission of lifetime resources and family influence occur, and in what ways do newly constructed measures of lifetime income and wealth (accounting for life‐cycle dynamics, uncertainty, and credit constraints) compare with traditional narrow income proxies in predicting child outcomes and overall welfare mobility across generations?"
511,3,"The paper investigates how intergenerational income mobility in France varies across geographic regions (departments) and examines the impact of geographic mobility on upward income mobility. In other words, it asks: “What is the extent of spatial variation in intergenerational mobility in France, and how does moving to a higher-income department influence the income trajectory of individuals from lower-income families compared to those who remain in their childhood regions?”"
512,2,"Research question: How does the sudden COVID-19 shock affect intergenerational income mobility and personal income in China, particularly in terms of changes in intergenerational income persistence (elasticity and rank-rank slope) and heterogeneous impacts on low-income, low-skilled, and low-parental-income groups?"
513,2,"The paper examines an empirical question: What is the effect of education upward mobility on income upward mobility? It further investigates how this relationship is moderated by intergenerational psychological distance, parents' social capital, and gender differences."
514,7,"How do the structural and political determinants—including exogenous talent endowments, endogenous parental investment, and redistributive institutions—interact to determine the intergenerational elasticity of income, and how do these interactions explain differences in mobility across societies with similar economic fundamentals?"
515,1,"How do data limitations such as age structure and limited panel dimensions in tax records bias the estimation of intergenerational income elasticity, and how can methodological improvements (using PSID data and long time averages) yield more accurate measures of intergenerational income mobility (e.g., IGE and the rank-rank slope)?"
516,2,"The paper empirically investigates how family size affects intergenerational income mobility by testing the quantity–quality trade-off. In essence, it asks: 'How does an increase in family size alter the intergenerational transmission of income, and what role do factors such as income ranking, regional budget constraints, credit market development, and gender preferences play in mediating this effect?'"
517,6,"The paper investigates how intergenerational social mobility (in terms of education and income) relates to youth well-being. Specifically, it asks: “How is intergenerational educational and income mobility across three generations associated with emerging adults’ well-being, including flourishing and quality of life? Additionally, what roles do parental involvement and the impact of the socio-economic crisis play in mediating these relationships?”"
518,1,Measurement and Methodological Advances: The paper asks how the underrepresentation of 1.5- and second-generation persons in longitudinal income data influences intergenerational income mobility estimates and what analytic framework can adjust for this bias.
519,3,"The research question centers on whether intergovernmental transfers, as a policy instrument within a decentralized fiscal system, can boost intergenerational income mobility. It empirically investigates the institutional impacts of fiscal transfer policies, their differential effects in urban versus rural areas, and variations across education levels (notably during college), thus falling under Policy, Institutional, and Geographic Impacts."
520,2,"The paper asks: 'What are the direct and indirect (through economic growth) impacts of economic freedom—particularly its legal system and property rights components—on intergenerational income mobility, and how does income inequality, acting as a predictor of downward mobility, factor into this relationship?'"
521,2,The paper asks: 'What are the trends in intergenerational absolute income mobility among Swedish cohorts and how does variation in parent‐generation income inequality affect these trends?'
522,2,"The paper primarily addresses empirical questions by estimating the degree of intergenerational income mobility in Brazil and identifying its determinants. For example, it asks: 'How does parental income rank influence a child's income rank in Brazil?' and further investigates heterogeneity by gender, race, and region, the causal effects of place on mobility, and the role of assortative mating in household income persistence."
523,4,"The paper investigates how labor earnings dynamics are structured over the life cycle and examines the intergenerational transmission of these dynamics—that is, how characteristics such as the steepness of income growth, income volatility, and skewness in the distribution of income changes are passed from fathers to children. This research question addresses intergenerational wealth mobility and inheritance."
524,2,"The paper asks: What is the degree of intergenerational income mobility in Brazil and what are its determinants? Specifically, it examines how parental income is transmitted to children, how factors such as gender, race, and region are associated with different mobility outcomes, and how other household dynamics (like assortative mating) and long‐term outcomes (education, health, etc.) relate to income persistence."
525,2,"How does historical racial segregation—leveraging exogenous variation from the placement of nineteenth‐century railroad tracks—affect intergenerational mobility outcomes (such as upward mobility, academic achievement, incarceration, and teenage births) across racial groups, and what are the underlying empirical determinants, including the roles of government spending, anti‐poverty policy support, and racial attitudes?"
526,2,"The paper primarily asks: What is the degree of intergenerational income mobility in Brazil and what are its determinants? In particular, it investigates how parental income rank is associated with children’s income rank, explores heterogeneity by gender, race, and geography (including causal place effects), and examines related aspects such as assortative mating and long‐term outcomes."
527,4,"The paper asks: How does intergenerational educational immobility—resulting in income immobility—affect the poverty gap between upper castes (FC) and lower castes (OBC, SC, ST) in India, and to what extent does the reservation policy mitigate this gap?"
528,1,"The paper raises research questions about which indicators and methods can be used to accurately measure intergenerational mobility—that is, how to quantify the degree to which income or wealth is transmitted from parents to children—and how these measurement approaches are applied in comparing mobility across countries, over time, and in relation to factors like social inequality and economic growth."
529,1,"The paper primarily investigates measurement and methodological issues, asking: How do differences in group inequality (e.g., due to gender and birth order) affect rank-based measures of intergenerational mobility, and how can we quantify the impact of inequality on measured income mobility?"
530,1,"The paper advances measurement and methodological approaches by asking: How do trajectories of parental incomes during childhood and adolescence affect the intergenerational transmission of economic status? Specifically, it investigates the age-specific marginal effects on offspring permanent income (and education) using functional regression methods to derive an IGE curve, highlighting differences in the influence of income at different developmental stages."
531,1,"How can parental income trajectories during childhood and adolescence be used to develop an improved measurement of intergenerational mobility, specifically by analyzing age-specific marginal effects on offspring permanent income, education, and occupation?"
532,2,"The paper asks: how do neighborhoods and counties causally affect intergenerational mobility outcomes? Specifically, it examines whether and to what extent childhood exposure to better-quality neighborhoods leads to improved adult earnings and other related outcomes. The study empirically estimates the causal effects of neighborhood characteristics—including factors like poverty concentration, inequality, schools, and family structure—on mobility, isolating these from confounding influences."
533,4,"The paper asks: How do genetic factors—including polygenic scores related to educational attainment and intelligence—affect intergenerational income mobility (specifically, the intergenerational income elasticity) and the transmission of economic advantage between parents and children?"
534,1,"The research questions focus on measurement and methodological advances: How can we optimally select the measures and age ranges of parental resources to predict child human capital outcomes? In particular, how do lifetime measures compare to snapshot proxies in capturing the intergenerational transmission of well-being?"
535,1,"The paper primarily addresses measurement and methodological advances. It asks, for example, which measures and what age ranges best predict child human capital outcomes and how lifetime measures of parental resources compare to traditional snapshot proxies in capturing intergenerational transmission of well-being."
536,1,"The paper’s research questions center on measurement and methodological advances: it examines how the choice of measures (lifetime versus snapshot) and the age ranges at which parental resources are measured affect the estimation of intergenerational transmission of well‐being and human capital outcomes. Specifically, it asks which measures and age ranges best predict child outcomes and how these choices alter estimates of intergenerational associations."
537,4,"How persistent is home ownership across generations, and what does the increasing intergenerational persistence imply for changes in housing wealth mobility over time?"
538,2,"The paper asks: 'What is the magnitude of intergenerational income elasticity across three generations in Taiwan, and what factors (such as the role of the sons’ couple income and quantile differences) determine these mobility patterns? Additionally, does a father's early death affect the income mobility from father to grandson?'"
539,2,"The paper empirically investigates how intergenerational mobility shapes the impact of income inequality on economic growth and, conversely, how growth affects poverty and income inequality in Africa."
540,4,"The paper’s research question asks whether third‐generation descendants of immigrants are on a multigenerational path toward economic assimilation as measured by intergenerational income and wealth mobility. In other words, it investigates to what extent these groups, accounting for parental socioeconomic disadvantages, achieve parity with native‐Dutch counterparts."
541,3,"The paper aims to answer: 'To what extent does migration influence income mobility in the United States, particularly among children from low‐wage areas, and how do geographic and policy interventions—such as equalizing school quality versus skill prices—affect interstate inequality in income mobility?'"
542,2,"How has intergenerational income persistence evolved over time among prime‐age labor incomes with a focus on gender differences in Sweden and the United States? What roles do parental human capital, employment, residual income, and assortative mating play in shaping these persistence patterns?"
543,2,"The paper asks empirical questions regarding how intergenerational income persistence—particularly among women—has evolved over time in Sweden and the United States, and what the relative roles of parental human capital, employment, and assortative mating are in shaping this mobility."
544,2,"The paper primarily asks empirical questions regarding intergenerational mobility of relative poverty in rural China. Specifically, it investigates: (1) What is the rate at which children exit or fall into relative poverty compared to their parents? (2) Through what mechanisms (e.g., work versus education channels) does parental income influence offspring outcomes? (3) How do gender differences, particularly disadvantages faced by women, affect this mobility?"
545,4,"The paper aims to answer how intergenerational mobility operates in terms of earnings and educational outcomes in the Netherlands. Specifically, it investigates the degree of persistence (or transmission) of income and education across generations—including grandparents—and evaluates models that capture latent factors in this transmission process."
546,4,"Does having a classroom friend with high parental income boost a child's upward income mobility, particularly among those from lower-income families, and how does this effect vary across the parental income distribution?"
547,2,"What is the current state of intergenerational income mobility in the UK, as measured by household and individual-level persistence (e.g., IGE and rank coefficients), and how do these estimates vary across geographic regions, such as between the North and South of England?"
548,2,"The paper empirically investigates the determinants of intergenerational income mobility by quantifying the contribution of career choices, such as occupations and fields of study, and examining patterns of occupational persistence across generations. It asks, for example, what role do occupational choices play in intergenerational income persistence, and how does clustering by parental income affect occupational outcomes."
549,2,"The paper primarily asks: 'How does intergenerational income mobility affect internal migration patterns across prefectures in China, and what are the determinants—including demographic differences and job mobility—underlying this relationship?'"
550,2,"The paper asks: 'What are the trends in intergenerational income mobility in Sweden across a vast range of income definitions and measurements, and to what extent is the observed decline explained by improvements in gender equality in the labor market (thereby increasing the persistence in women’s earnings and household incomes)?'"
551,2,The paper empirically examines whether entrepreneurs are more upwardly mobile than wage earners by comparing intergenerational income rank mobility between incorporated and unincorporated entrepreneurs. It investigates how selection effects and differences in income reporting and skill returns contribute to these mobility outcomes.
552,2,"The paper seeks to empirically estimate intergenerational income mobility in Indonesia and identify its determinants, specifically the role of education in influencing the mobility. It examines how education, particularly child versus father education, affects a child’s income relative to their parent’s income."
553,2,"How does birth order affect intergenerational income mobility in Japan, specifically, are firstborn sons associated with higher intergenerational income elasticity compared to laterborn sons in larger families?"
554,2,"What is the degree of intergenerational income mobility in Turkey—as measured by income elasticities between fathers and children (with attention to differences between sons and daughters)—and how do factors such as gender disparities, cohort effects, and income rank persistence shape these mobility estimates?"
555,2,"The study empirically investigates the determinants of social mobility among first and second generation land development settlers by evaluating changes in education, employment, and income levels, as well as the impact of government development programs on intra- and intergenerational mobility."
556,1,"The paper’s research questions focus on how different measures of intergenerational income mobility compare in terms of both conceptual and empirical properties. Specifically, the study asks whether the diverse set of mobility estimators (including absolute and relative measures, and rank‐based estimators) provide similar information or yield differing conclusions, and what the implications of choosing specific distributions for rank-based estimators might be. Thus, it falls under the category of Measurement and Methodological Advances."
557,2,"The paper specifically asks: 'How persistent is intergenerational income mobility in France relative to other developed countries, and what are the geographic variations and determinants (including the role of geographic mobility) that influence upward mobility from a low-income parental background?'"
558,4,The research investigates how parental homeownership and education affect offspring wealth inequality—with a focus on housing wealth—and examines the intergenerational transmission of wealth.
559,2,"The paper empirically investigates how growing up in economically 'left behind' places affects a child's later income rank, examining variations across different types of left behind places and neighboring conditions. In essence, it asks: How does exposure to left behind places impact intergenerational economic mobility?"
560,2,"The paper empirically investigates how the consolidation of banks—specifically, the size of local banks—affects credit access for low-income households and, in turn, intergenerational economic mobility. In other words, the research question asks: 'How does the size of local banks influence household credit access and intergenerational economic mobility, particularly for low-income households?'"
561,2,"What are the intergenerational income mobility outcomes for immigrant children based on admission class (refugee versus non-refugee) and to what extent do parental characteristics upon arrival (i.e., selection effects) explain differences in mobility outcomes?"
562,6,"Does intergenerational income mobility, relative to income inequality, predict differences in health outcomes (specifically mortality rates) across US geographical areas (commuting zones)?"
563,2,"Does having an early-life impairment or chronic health condition shape an individual's intergenerational income mobility trajectory relative to the general population, and what does this imply about the equalization of life chances in an advanced welfare state like Norway?"
564,2,"The paper primarily investigates the empirical estimates and determinants of intergenerational income mobility in France. It examines how various factors such as parental income, education, immigrant status, geographic mobility, and family background (including gender differences and regional effects) affect the upward mobility of young adults on the income ladder."
565,2,"The paper empirically estimates intergenerational income mobility trends in Canada. In particular, it asks: 'How have the probabilities of children, especially those from the bottom income quintile, transitioning out of poverty or moving into the middle class evolved over time?'"
566,2,"The paper primarily addresses the research question: 'What is the magnitude of intergenerational income persistence in the United States, and which economic and institutional factors (such as returns to human capital, public investment in children from low‐income families, socioeconomic segregation, and the progressiveness of the tax-and-transfer system) contribute to the observed transmission of inequality across generations?'"
567,4,"The paper primarily investigates intergenerational wealth mobility, asking questions such as: How persistent is wealth across generations in the UK? How does the persistence of wealth compare to that of earnings, and to what extent can the intergenerational persistence of wealth be explained by factors like earnings and education?"
568,9,"The paper does not address a single, narrowly defined category but instead bundles several research questions. For example, one essay asks: “How do cognitive and non‐cognitive abilities affect college choice and its returns in Sweden?” (which fits within empirical estimates and determinants); another essay asks: “How do heterogeneous income profiles and life‐cycle bias affect estimates of intergenerational mobility?” (pointing to measurement/methodological advances); a further essay poses: “How does the dynamic behavior of intergenerational income elasticity change after structural shifts, as described by a simple transmission model?” (a theoretical/structural model question); and the final essay asks: “Can cross‐country differences in the importance of parental income in explaining children’s productivity traits account for observed differences in intergenerational income mobility between Sweden and the UK?” (highlighting policy, institutional, and geographic impacts). Since the collection of essays spans categories 1, 2, 3, and 7, it is best captured as ‘9’ (others) with multiple intertwined research questions."
569,2,"The study empirically examines intergenerational income mobility by asking: What is the relationship between parental income and children’s income levels in Korea? In addition, how do characteristics of children and regional factors influence this mobility and contribute to opportunity inequality?"
570,3,"How do long-term macroeconomic changes, specifically the decline of manufacturing employment, contribute to geographic disparities in upward intergenerational income mobility?"
571,4,"The paper investigates multigenerational wealth mobility by asking how wealth is transmitted across multiple generations in medieval Florence. It examines whether wealth persists over more than two generations, evaluates the role of an unobserved latent factor in wealth transmission, and explores how participation in marriage networks and politics relates to the persistence of economic status."
572,3,"How does parental credit access—in particular, unused revolving credit during adolescence—influence the labor market outcomes of children in early adulthood, and how have institutional changes in credit policy (greater credit limits and more lenient bankruptcy regulations since the 1970s) affected intergenerational mobility and inequality?"
573,2,"How does intergenerational income mobility, as measured by intergenerational income elasticity, affect residents' marginal propensity to consume and their altruistic consumption motives? Additionally, how do these relationships differ between urban and rural residents?"
574,2,The paper empirically examines how the level and timing of parental resources affect child development outcomes—including educational attainment and criminal activity—and the implications of these dynamics for intergenerational mobility. Specific research questions include: (1) How does the timing of family resource exposure impact various child outcomes? (2) To what extent do parental financial resources compensate for deficiencies in nonpecuniary inputs to children’s human capital formation? (3) How do lifetime versus snapshot measures of parental income influence the estimated intergenerational effects?
575,3,"The paper primarily investigates how institutional policies in higher education shape income segregation and intergenerational mobility. Its research questions include: How does the composition of colleges (public versus private, particularly elite public colleges) affect intergenerational income mobility? How do specific policies (e.g., affirmative action in public colleges and subsidized loans for private institutions) influence the future earnings and college-tier allocations of low-income students?"
576,2,"The research aimed to empirically estimate and determine the association between parental income rank and the attainment of the A-Level degree in Germany, serving as a proxy for intergenerational mobility. It further sought to understand how these mobility estimates vary by birth cohort and across regions, with a focus on identifying whether local characteristics (such as schooling systems and geographic factors) rather than sorting patterns explain the regional differences in mobility."
577,4,"The paper asks: How does parents' access to and use of credit (as indicated by unused revolving credit) affect the labor market outcomes of their children, and in turn, how has the democratization of credit—from higher credit limits to more lenient bankruptcy policies—impacted intergenerational mobility?"
578,4,"The study asks: What is the degree of intergenerational earnings mobility in rural China, as measured through intergenerational earnings elasticity using a modified Zimmerman model?"
579,4,"What is the level of intergenerational wealth mobility in Taiwan, and how do factors such as gender, marital status, family structure, and assortative mating influence this mobility?"
580,4,"The study asks: How do owner-occupation rates differ across generations (i.e., from immigrant parents and children to grandchildren) among various ethnic groups, and what role do parental wealth and tenure play in these intergenerational transfers? This addresses intergenerational wealth mobility and inheritance."
581,7,"How do population dynamics with differential fertility affect intergenerational mobility and the process of economic development, particularly through changes in worker composition and variations in transfers per child?"
582,2,The paper primarily investigates empirical determinants of intergenerational income mobility by asking: (a) How are early behavioral problems associated with intergenerational income mobility? (b) Are these associations moderated by child sex? (c) Do early behavioral problems influence income mobility indirectly through their impact on high school graduation?
583,4,"The research question aims to understand intergenerational mobility in income by empirically examining the dependence of children’s income on parental income in China, particularly across different points of the income distribution using robust measures and quantile regressions."
584,3,"The paper investigates how government expenditures, particularly on education, health, and social welfare, affect intergenerational income mobility and thus equity of opportunity across provinces in China. It examines the policy impact of different categories of government spending on income mobility."
585,2,"The paper is asking: What are the empirical differences in intergenerational income mobility between immigrants and natives in the Netherlands, and what are the determinants (e.g., household composition, personal incomes, educational outcomes) underlying these differences, including heterogeneity by country of origin (notably, the higher income mobility among children of Chinese immigrants)?"
586,2,"How does intergenerational income mobility relate to various types of crime in OECD countries, and what are the determinants—such as public investment in education, perceived quality of the legal system, and government expenditure—that explain the variations in income mobility, including the potential existence of hidden income mobility?"
587,5,"How should scholars and policymakers understand the divergence between absolute and relative mobility—specifically, in what ways does absolute mobility obscure the socioeconomic disadvantages experienced by marginalized children?"
588,4,"How does adolescent financial disadvantage contribute to income poverty in adulthood across different European countries and cohorts, and to what extent do factors such as parental family structure, labor market status attainment, and welfare policies mitigate or exacerbate this intergenerational transmission of disadvantage?"
589,2,"The paper asks: What is the effect of temporarily relocating to urban areas on the intergenerational occupational income mobility of rural–urban return migrants, compared to their nonmigrant siblings? This involves providing empirical estimates of the gains associated with migration and examining the determinants of these gains."
590,3,"The research question is: What is the impact of US banking industry deregulation—specifically the resulting increase in state-level bank competition—on the intergenerational mobility of individuals born to poorer families, and through which mechanisms (such as increased educational opportunities and entrepreneurship) does this impact occur?"
591,2,The study empirically examines the determinants of community violence by testing whether reduced intergenerational mobility (as measured by county-level mobility scores) predicts higher rates of violent crime and homicide.
592,4,"The study directly investigates intergenerational wealth mobility in Taiwan. It asks how strongly parents' wealth ranks correlate with those of their children—influenced by factors like gender, marital status, and family structure—as well as the roles of inter vivos transfers versus bequests. This clearly falls under the category of 'Intergenerational Wealth Mobility and Inheritance.'"
593,2,"The study primarily asks: What are the empirical levels of intergenerational income mobility in Southern Brazil, and what demographic and socioeconomic determinants (such as race, gender differences, poverty status, and education returns/government investments) explain this mobility?"
